0 0 0 .BO.CC.BO.DDAAO..PEQQQ.PEFFG.P...GHH  
2 1 1 .BOCC..BO.DDAAO..PEQQQ.PEFFG.P...GHH C99  
2 1 1 .BO.CC.BO.DDAAO..P.QQQ.PEFFG.PE..GHH E99  
2 1 1 .BO.CC.BO.DDAAO..PE.QQQPEFFG.P...GHH Q99  
2 1 1 .BO.CC.BODD.AAO..PEQQQ.PEFFG.P...GHH D99  
3 2 1 .BOCC..BO.DDAAO..PE.QQQPEFFG.P...GHH Q99 C99  
3 2 1 .BO.CC.BO.DDAAO..P..QQQPEFFG.PE..GHH Q99 E99  
3 2 1 .BO.CC.BODD.AAO..PE.QQQPEFFG.P...GHH D99 Q99  
3 2 1 .BO.CC.BODDPAAO..PEQQQ.PEFFG.....GHH P99 D99  
3 2 1 .BO.CC.BODD.AAO..P.QQQ.PEFFG.PE..GHH D99 E99  
3 2 1 .BOCC..BO.DDAAO..P.QQQ.PEFFG.PE..GHH E99 C99  
3 2 1 .BO.CC.BO.DDAAO..PQQQ..PEFFG.PE..GHH Q99 E99  
3 2 1 .BOCC..BODD.AAO..PEQQQ.PEFFG.P...GHH D99 C99  
4 3 1 .BOCC..BO.DDAAO..P..QQQPEFFG.PE..GHH E99 Q99 C99  
4 3 1 .BO.CC.BODDPAAO..PE.QQQPEFFG.....GHH P99 D99 Q99  
4 3 1 .BOGCC.BOGDDAAO..PQQQ..PEFF..PE...HH G96 Q99 E99  
4 3 1 .BOCCP.BODDPAAO..PEQQQ..EFFG.....GHH P98 D99 C99  
4 3 1 .BO.CC.BODD.AAO..P..QQQPEFFG.PE..GHH D99 Q99 E99  
4 3 1 .BO.CC.BOGDDAAOG.PQQQ..PEFF..PE...HH G97 Q99 E99  
4 3 1 .BO.CC.BO.DDAAOG.PQQQG.PEFF..PE...HH G98 Q99 E99  
4 3 1 .BO.CC.BODDPAAO..P.QQQ.PEFFG..E..GHH E99 P99 D99  
4 3 1 .BOCC..BODD.AAO..P.QQQ.PEFFG.PE..GHH C99 D99 E99  
4 3 1 .BO.CC.BO.DDAAO..PQQQG.PEFFG.PE...HH G99 Q99 E99  
4 3 1 .BOCC..BO.DDAAO..PQQQ..PEFFG.PE..GHH Q99 E99 C99  
4 3 1 .BOCC..BODDPAAO..PEQQQ.PEFFG.....GHH C99 P99 D99  
4 3 1 .BO.CC.BODD.AAO..PQQQ..PEFFG.PE..GHH Q99 D99 E99  
4 3 1 .BOCC..BODD.AAO..PE.QQQPEFFG.P...GHH D99 Q99 C99  
5 4 1 .BOCC..BODD.AAO..P..QQQPEFFG.PE..GHH D99 E99 Q99 C99  
5 4 1 .BOGCC.BOGDDAAO..PQQQ..PE.FF.PE...HH F99 G96 Q99 E99  
5 4 1 .BOCCP.BODDPAAO..PE.QQQ.EFFG.....GHH Q99 P98 D99 C99  
5 4 1 .BO.CC.BO.DDAAOG.PQQQG.PE.FF.PE...HH F99 G98 Q99 E99  
5 4 1 .BO.CC.BODD.AAO..PQQQG.PEFFG.PE...HH D99 G99 Q99 E99  
5 4 1 .BOCC..BO.DDAAO..PQQQG.PEFFG.PE...HH C99 G99 Q99 E99  
5 4 1 .BO.CC.BODD.AAOG.PQQQG.PEFF..PE...HH D99 G98 Q99 E99  
5 4 1 .BOCC..BODDPAAO..PE.QQQPEFFG.....GHH C99 P99 D99 Q99  
5 4 1 .BOCC..BO.DDAAOG.PQQQG.PEFF..PE...HH C99 G98 Q99 E99  
5 4 1 .BO.CC.BOGDDAAOG.P.QQQ.PEFF..PE...HH Q98 G97 Q99 E99  
5 4 1 .BO.CC.BODDPAAO..P..QQQPEFFG..E..GHH E99 P99 D99 Q99  
5 4 1 .BOCCP.BODDPAAO..PE..QQQEFFG.....GHH Q98 P98 D99 C99  
5 4 1 .BO.CC.BOGDDAAOG.PQQQ..PEFF..PEHH... H97 G97 Q99 E99  
5 4 1 .BO.CC.BOGDDAAOG.PQQQ..PEFF..PE.HH.. H98 G97 Q99 E99  
5 4 1 .BOGCC.BOGDDAAO..P..QQQPEFF..PE...HH Q97 G96 Q99 E99  
5 4 1 .BO.CC.BOGDDAAOG.PQQQ..PEFF..PE..HH. H99 G97 Q99 E99  
5 4 1 .BO.CC.BOGDDAAOG.PQQQ..PE..FFPE...HH F98 G97 Q99 E99  
5 4 1 .BO.CC.BOGDDAAOG.PQQQ..PE.FF.PE...HH F99 G97 Q99 E99  
5 4 1 .BO.CC.BOGDDAAOG.P..QQQPEFF..PE...HH Q97 G97 Q99 E99  
5 4 1 .BO.CC.BODDPAAO..PQQQ..PEFFG..E..GHH Q99 E99 P99 D99  
5 4 1 .BO.CC.BO.DDAAO..PQQQG.PEFFG.PE.HH.. H98 G99 Q99 E99  
5 4 1 .BOCC..BOGDDAAOG.PQQQ..PEFF..PE...HH C99 G97 Q99 E99  
5 4 1 .BOCCP.BODDPAAO..P.QQQ..EFFG..E..GHH E99 P98 D99 C99  
5 4 1 .BO.CC.BO.DDAAOG.PQQQG.PEFF..PEHH... H97 G98 Q99 E99  
5 4 1 .BOGCC.BOGDDAAO..P.QQQ.PEFF..PE...HH Q98 G96 Q99 E99  
5 4 1 .BOGCC.BOGDDAAO..PQQQ..PEFF..PEHH... H97 G96 Q99 E99  
5 4 1 .BOCC..BODD.AAO..PQQQ..PEFFG.PE..GHH Q99 C99 D99 E99  
5 4 1 .BO.CC.BO.DDAAO..PQQQG.PEFFG.PE..HH. H99 G99 Q99 E99  
5 4 1 .BOGCC.BOGDDAAO..PQQQ..PEFF..PE.HH.. H98 G96 Q99 E99  
5 4 1 .BOGCC.BOGDDAAO..PQQQ..PEFF..PE..HH. H99 G96 Q99 E99  
5 4 1 .BOCC..BODDPAAO..P.QQQ.PEFFG..E..GHH C99 E99 P99 D99  
5 4 1 .BO.CC.BO.DDAAO..PQQQG.PEFFG.PEHH... H97 G99 Q99 E99  
5 4 1 .BO.CC.BO.DDAAOG.PQQQG.PEFF..PE.HH.. H98 G98 Q99 E99  
5 4 1 .BOGCC.BOGDDAAO..PQQQ..PE..FFPE...HH F98 G96 Q99 E99  
5 4 1 .BO.CC.BO.DDAAOG.PQQQG.PEFF..PE..HH. H99 G98 Q99 E99  
5 4 1 .BO.CC.BO.DDAAOG.PQQQG.PE..FFPE...HH F98 G98 Q99 E99  
25 24 1 ..OGCCDDOG..AAO..P.BQQQPEBFF.PEHH... H97 B95 Q91 P96 F95 G92 C98 P97 Q93 O94 D96 A94 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
25 24 1 CCOG..DDOG.PAAO..PEBQQQPEBFF.....HH. E98 B95 P97 F95 H99 Q91 G92 Q93 O94 A96 D96 C96 B96 A98 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
25 24 1 ..OGCCDDOG..AAO....BQQQPEB.FFPE..HHP P95 F96 B95 Q91 H99 G92 C98 P97 Q93 O94 D96 A94 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
25 24 1 ..OCC...OGDDAAOG...BQQQPEB.FFPEHH..P P95 H97 B95 Q91 G93 D98 P96 F96 G94 Q93 O94 A94 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
25 24 1 CC...PDDOG.PAAOG.PEBOQQQEB.FF.HH.... H96 C96 E98 F96 B95 O93 Q90 G93 Q93 O94 D96 A94 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
25 24 1 ..OGCC..OGDDAAO..PEBQQQPEB.FFP....HH B95 E98 Q91 G92 D98 C98 P96 F96 G94 Q93 O94 A94 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
25 24 1 ..OGCC..OGDDAAO..PE.QQQPEB.FFP.BHH.. H98 E98 Q91 G92 D98 C98 P96 F96 G94 Q93 O94 A94 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
25 24 1 ..OGCC..OGDDAAO..P.BQQQPEB.FFPE..HH. B95 H99 Q91 G92 D98 C98 P96 F96 G94 Q93 O94 A94 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
25 24 1 ..OGCCDDOG..AAO....BQQQPEBFF.PE..HHP B95 P95 F95 Q91 H99 G92 C98 P97 Q93 O94 D96 A94 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
25 24 1 ..O.CC..OGDDAAOG.PE.QQQPEB.FFP.BHH.. H98 E98 Q91 C98 G93 D98 P96 F96 G94 Q93 O94 A94 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
25 24 1 E.OGCCE.OGDDAAO.....QQQP.B.FFP.BHH.P Q91 G92 D98 C98 P95 H98 F96 G94 Q93 O94 A94 E95 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
25 24 1 ..OGCCDDOG..AAO...E.QQQPEB.FFP.B.HHP P95 H99 E98 Q91 F96 G92 C98 P97 Q93 O94 D96 A94 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
25 24 1 ..OGCCDDOG..AAO..PEQQQ.PEB.FFP.BHH.. H98 E98 P96 Q92 F96 G92 C98 P97 Q93 O94 D96 A94 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
25 24 1 ..O.CC..OGDDAAOG.PEBQQQPEB.FFP....HH B95 E98 Q91 C98 G93 D98 P96 F96 G94 Q93 O94 A94 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
25 24 1 ..OGCC..OGDDAAO..P.BQQQPEBFF.PE..HH. B95 Q91 G92 H99 D98 C98 P96 F95 G94 Q93 O94 A94 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
25 24 1 ..O.CC..OGDDAAOG...BQQQPEB.FFPE..HHP B95 C98 Q91 G93 D98 P95 F96 H99 G94 Q93 O94 A94 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
25 24 1 ..OGCC..OGDDAAO..PE.QQQPEBFF.P.B.HH. E98 Q91 G92 H99 D98 C98 P96 F95 G94 Q93 O94 A94 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
25 24 1 ..CC.P.DDG.PAAOG.P.BOQQQEBOFF.E.HH.. F96 B95 D95 H98 C98 O92 Q90 G93 Q93 O94 D96 A94 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
25 24 1 ..OGCCDDOG.PAAO..PEBQQQPEBFF..HH.... H96 E98 B95 Q91 F95 G92 C98 P97 Q93 O94 D96 A94 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
25 24 1 ..OGCC..OGDDAAO...EQQQ.PEB.FFP.BHH.P E98 Q92 G92 D98 C98 P95 H98 F96 G94 Q93 O94 A94 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
25 24 1 ..OCC...OGDDAAOG...BQQQPEBFF.PEHH..P H97 B95 Q91 G93 D98 P95 F95 H99 G94 Q93 O94 A94 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
25 24 1 ..OCC...OGDDAAOG..EBQQQPEB.FFP...HHP B95 E98 Q91 G93 D98 P95 F96 H99 G94 Q93 O94 A94 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
25 24 1 CCO.....OGDDAAOG.PEBQQQPEBFF.P....HH E98 B95 Q91 G93 D98 P96 F95 G94 Q93 O94 C96 A94 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
25 24 1 ..OGCC..OGDDAAO...EQQQ.PEB.FFP.B.HHP E98 Q92 G92 D98 C98 P95 F96 H99 G94 Q93 O94 A94 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
25 24 1 CCOG....OGDDAAO..PEBQQQPEBFF.P....HH E98 B95 Q91 G92 D98 P96 F95 G94 Q93 O94 C96 A94 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
25 24 1 ..O.CC..OGDDAAOG...BQQQPEBFF.PE.HH.P B95 C98 Q91 G93 D98 P95 H98 F95 G94 Q93 O94 A94 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
25 24 1 E.O.CCE.OGDDAAOG....QQQP.BFF.P.B.HHP C98 Q91 G93 D98 P95 H99 F95 G94 Q93 O94 A94 E95 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
25 24 1 ..OGCCDDOG..AAO..PEQQQ.PEBFF.P.B.HH. E98 P96 H99 Q92 F95 G92 C98 P97 Q93 O94 D96 A94 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
25 24 1 CCOG....OGDDAAO..PEQQQ.PEBFF.P.BHH.. H98 E98 Q92 G92 D98 P96 F95 G94 Q93 O94 C96 A94 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
25 24 1 ..OCC...OGDDAAOG..EBQQQPEBFF.P..HH.P B95 E98 Q91 G93 D98 P95 H98 F95 G94 Q93 O94 A94 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
25 24 1 ..OCC...OGDDAAOG.PEBQQQPEB.FFP..HH.. B95 E98 Q91 G93 H98 D98 P96 F96 G94 Q93 O94 A94 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
25 24 1 E.OCC.E.OGDDAAOG...BQQQP.BFF.P...HHP B95 Q91 G93 D98 P95 H99 F95 G94 Q93 O94 A94 E95 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
25 24 1 ..OGCCDDOG..AAO..PEBQQQPEB.FFP....HH E98 B95 Q91 P96 F96 G92 C98 P97 Q93 O94 D96 A94 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
25 24 1 ..OGCCDDOG.PAAO..PEBQQQPEB.FF.HH.... H96 E98 B95 Q91 F96 G92 C98 P97 Q93 O94 D96 A94 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
25 24 1 E.O.CCE.OGDDAAOG...QQQ.P.B.FFP.BHH.P C98 Q92 G93 D98 P95 H98 F96 G94 Q93 O94 A94 E95 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
25 24 1 CCO.....OGDDAAOG...BQQQPEBFF.PE..HHP B95 Q91 G93 D98 P95 F95 H99 G94 Q93 O94 C96 A94 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
25 24 1 E.O.CCE.OGDDAAOG...QQQ.P.BFF.P.B.HHP C98 Q92 G93 D98 P95 H99 F95 G94 Q93 O94 A94 E95 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
25 24 1 ..OGCCDDOG..AAO...EQQQ.PEBFF.P.BHH.P P95 F95 E98 Q92 H98 G92 C98 P97 Q93 O94 D96 A94 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
25 24 1 ..OGCCDDOG.PAAO..PEBQQQPEB.FF..HH... H97 E98 B95 Q91 F96 G92 C98 P97 Q93 O94 D96 A94 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
25 24 1 ..O.CC..OGDDAAOG.PEQQQ.PEBFF.P.BHH.. E98 H98 Q92 G93 D98 C98 P96 F95 G94 Q93 O94 A94 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
25 24 1 ..OGCCDDOG..AAO....BQQQPEBFF.PE.HH.P P95 F95 B95 Q91 H98 G92 C98 P97 Q93 O94 D96 A94 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
25 24 1 ..OGCCDDOG..AAO..PEQQQ.PEBFF.P.BHH.. P96 F95 E98 Q92 H98 G92 C98 P97 Q93 O94 D96 A94 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
25 24 1 ..O.CC..OGDDAAOG.P.BQQQPEBFF.PE.HH.. B95 H98 Q91 G93 D98 C98 P96 F95 G94 Q93 O94 A94 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
25 24 1 CCOG....OGDDAAO...E.QQQPEBFF.P.B.HHP E98 Q91 G92 D98 P95 F95 H99 G94 Q93 O94 C96 A94 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
25 24 1 ..O.CC..OGDDAAOG.PEQQQ.PEB.FFP.BHH.. E98 Q92 G93 C98 H98 D98 P96 F96 G94 Q93 O94 A94 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
25 24 1 ..O.CC..OGDDAAOG.PEQQQ.PEBFF.P.B.HH. E98 H99 Q92 G93 D98 C98 P96 F95 G94 Q93 O94 A94 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
25 24 1 ..OGCC..OGDDAAO...EQQQ.PEBFF.P.BHH.P E98 Q92 G92 C98 D98 P95 H98 F95 G94 Q93 O94 A94 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
25 24 1 ..OGCC..OGDDAAO..PEQQQ.PEBFF.P.BHH.. E98 Q92 G92 H98 D98 C98 P96 F95 G94 Q93 O94 A94 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
25 24 1 ..O.CC..OGDDAAOG..EQQQ.PEB.FFP.BHH.P E98 Q92 C98 G93 D98 P95 H98 F96 G94 Q93 O94 A94 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
25 24 1 CCO.....OGDDAAOG..EQQQ.PEB.FFP.BHH.P E98 Q92 G93 D98 P95 H98 F96 G94 Q93 O94 C96 A94 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
25 24 1 ..OGCCDDOG.PAAO..PEBQQQPEB.FF...HH.. H98 E98 B95 Q91 F96 G92 C98 P97 Q93 O94 D96 A94 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
25 24 1 ..O.CC..OGDDAAOG.PEBQQQPEBFF.P....HH B95 E98 Q91 G93 D98 C98 P96 F95 G94 Q93 O94 A94 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
25 24 1 ..OGCCDDOG..AAO...EQQQ.PEBFF.P.B.HHP P95 H99 E98 Q92 F95 G92 C98 P97 Q93 O94 D96 A94 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
25 24 1 CCO.....OGDDAAOG..E.QQQPEBFF.P.B.HHP E98 Q91 G93 D98 P95 F95 H99 G94 Q93 O94 C96 A94 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
25 24 1 ..OGCCDDOG..AAO...E.QQQPEBFF.P.BHH.P P95 H98 E98 Q91 F95 G92 C98 P97 Q93 O94 D96 A94 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
25 24 1 CCO.....OGDDAAOG...BQQQPEB.FFPE.HH.P B95 Q91 G93 D98 P95 H98 F96 G94 Q93 O94 C96 A94 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
25 24 1 CCOG....OGDDAAO....BQQQPEBFF.PE..HHP B95 Q91 G92 D98 P95 F95 H99 G94 Q93 O94 C96 A94 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
25 24 1 ..O.CC..OGDDAAOG.P.BQQQPEBFF.PEHH... H97 B95 Q91 G93 D98 C98 P96 F95 G94 Q93 O94 A94 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
25 24 1 ..OGCCDDOG..AAO...EQQQ.PEB.FFP.B.HHP E98 Q92 P95 H99 F96 G92 C98 P97 Q93 O94 D96 A94 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
25 24 1 ..O.CC..OGDDAAOG..E.QQQPEB.FFP.BHH.P E98 Q91 C98 G93 D98 P95 H98 F96 G94 Q93 O94 A94 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
25 24 1 ..O.CC..OGDDAAOG.P.BQQQPEBFF.PE..HH. B95 H99 Q91 G93 D98 C98 P96 F95 G94 Q93 O94 A94 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
25 24 1 CCOG....OGDDAAO...EQQQ.PEB.FFP.BHH.P E98 Q92 G92 D98 P95 H98 F96 G94 Q93 O94 C96 A94 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
25 24 1 CCOG....OGDDAAO....BQQQPEB.FFPE.HH.P B95 Q91 G92 D98 P95 H98 F96 G94 Q93 O94 C96 A94 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
25 24 1 CCOG....OGDDAAO...EQQQ.PEBFF.P.B.HHP E98 Q92 G92 D98 P95 F95 H99 G94 Q93 O94 C96 A94 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
25 24 1 ..OGCCDDOG..AAO....BQQQPEBFF.PEHH..P P95 H97 B95 Q91 F95 G92 C98 P97 Q93 O94 D96 A94 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
25 24 1 ..OGCC..OGDDAAO....BQQQPEBFF.PE.HH.P B95 Q91 G92 C98 D98 P95 H98 F95 G94 Q93 O94 A94 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
25 24 1 ..O.CC..OGDDAAOG...BQQQPEB.FFPE.HH.P B95 Q91 C98 G93 D98 P95 H98 F96 G94 Q93 O94 A94 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
25 24 1 CCOG....OGDDAAO...E.QQQPEB.FFP.BHH.P E98 Q91 G92 D98 P95 H98 F96 G94 Q93 O94 C96 A94 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
25 24 1 ..OGCC..OGDDAAO..PEQQQ.PEBFF.P.B.HH. H99 E98 Q92 G92 D98 C98 P96 F95 G94 Q93 O94 A94 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
25 24 1 ..OGCC..OGDDAAO...E.QQQPEBFF.P.BHH.P E98 Q91 G92 C98 D98 P95 H98 F95 G94 Q93 O94 A94 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
25 24 1 ..OGCCDDOG..AAO....BQQQPEB.FFPEHH..P P95 H97 B95 Q91 F96 G92 C98 P97 Q93 O94 D96 A94 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
25 24 1 ..O.CC..OGDDAAOG.PE.QQQPEBFF.P.BHH.. H98 E98 Q91 G93 D98 C98 P96 F95 G94 Q93 O94 A94 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
25 24 1 ..O.CC..OGDDAAOG.PE.QQQPEBFF.P.B.HH. H99 E98 Q91 G93 D98 C98 P96 F95 G94 Q93 O94 A94 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
25 24 1 ..OGCCDDOG..AAO...EQQQ.PEB.FFP.BHH.P P95 F96 E98 Q92 H98 G92 C98 P97 Q93 O94 D96 A94 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
25 24 1 ..OGCC..OGDDAAO...E.QQQPEB.FFP.B.HHP E98 Q91 G92 D98 C98 P95 F96 H99 G94 Q93 O94 A94 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
25 24 1 CCO.....OGDDAAOG.P.BQQQPEBFF.PEHH... H97 B95 Q91 G93 D98 P96 F95 G94 Q93 O94 C96 A94 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
25 24 1 ..OGCC..OGDDAAO..PEBQQQPEBFF.P....HH B95 E98 Q91 G92 D98 C98 P96 F95 G94 Q93 O94 A94 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
25 23 2 ...CCP.DDG.PAA.G.PEBOQQQEBOFF...O.HH F96 D95 O91 E98 B95 Q90 G93 Q93 O94 D96 A94 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
25 24 1 CCO.....OGDDAAOG..E.QQQPEB.FFP.BHH.P E98 Q91 G93 D98 P95 H98 F96 G94 Q93 O94 C96 A94 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
25 24 1 CCO.....OGDDAAOG..EQQQ.PEBFF.P.B.HHP E98 Q92 G93 D98 P95 F95 H99 G94 Q93 O94 C96 A94 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
25 24 1 ..OGCC..OGDDAAO..P.BQQQPEBFF.PEHH... H97 B95 Q91 G92 D98 C98 P96 F95 G94 Q93 O94 A94 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
25 24 1 E.OCCPEBODDP.BOAAP...QQQ.FFG.....GHH F92 O88 B99 A95 O91 Q90 G92 F93 G94 Q93 O94 A98 E95 A99 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
25 24 1 ..OCC...OGDDAAOG.PEBQQQPEBFF.PHH.... H96 E98 B95 Q91 G93 D98 P96 F95 G94 Q93 O94 A94 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
25 24 1 ..OCC...OGDDAAOG..EBQQQPEB.FFP..HH.P E98 B95 Q91 G93 D98 P95 H98 F96 G94 Q93 O94 A94 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
25 24 1 ..OGCC..OGDDAAO..P.BQQQPEB.FFPE.HH.. B95 Q91 G92 C98 H98 D98 P96 F96 G94 Q93 O94 A94 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
25 24 1 ..OGCCDDOG..AAO..PE.QQQPEB.FFP.BHH.. H98 E98 Q91 P96 F96 G92 C98 P97 Q93 O94 D96 A94 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
25 24 1 E.OCC.E.OGDDAAOG...BQQQP.B.FFP..HH.P B95 Q91 G93 D98 P95 H98 F96 G94 Q93 O94 A94 E95 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
25 23 2 ..CC.P.DDG.PAA.G.P..OQQQEBOFF.EBO.HH D95 O91 C98 F96 O92 Q90 G93 Q93 O94 D96 A94 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
25 24 1 ..OGCC..OGDDAAO....BQQQPEB.FFPE..HHP B95 Q91 G92 D98 C98 P95 F96 H99 G94 Q93 O94 A94 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
25 23 2 ..CC.PDD.G.P.AAG.P..OQQQEBOFF.EBO.HH A93 O91 C98 F96 O92 Q90 G93 Q93 O94 D96 A94 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
25 24 1 E.O.CCE.OGDDAAOG....QQQP.B.FFP.BHH.P C98 Q91 G93 D98 P95 H98 F96 G94 Q93 O94 A94 E95 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
25 24 1 ..OGCCDDOG..AAO..P.BQQQPEB.FFPE.HH.. H98 B95 Q91 P96 F96 G92 C98 P97 Q93 O94 D96 A94 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
25 24 1 CCOG....OGDDAAO..P.BQQQPEBFF.PE.HH.. H98 B95 Q91 G92 D98 P96 F95 G94 Q93 O94 C96 A94 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
