0 0 0 BB.C..DD.COP.AAQOPEEFQOPG.FQ..G..RRR  
1 1 0 .BBC..DD.COP.AAQOPEEFQOPG.FQ..G..RRR B99  
1 1 0 BB.CO.DD.COP.AAQOPEEFQ.PG.FQ..G..RRR O99  
1 1 0 BB.C..DD.COPAA.QOPEEFQOPG.FQ..G..RRR A99  
1 1 0 BB.C..DD.COP.AAQOPEEFQOPG.FQ..GRRR.. R98  
1 1 0 BB.C..DD.CO..AAQOPEEFQOPG.FQ.PG..RRR P99  
1 1 0 BB.C...DDCOP.AAQOPEEFQOPG.FQ..G..RRR D99  
1 1 0 BB.C.PDD.COP.AAQOPEEFQO.G.FQ..G..RRR P99  
1 1 0 BB.C..DD.C.P.AAQOPEEFQOPG.FQO.G..RRR O99  
1 1 0 BB.C..DD.COP.AAQOPEEFQOPG.FQ..G.RRR. R99  
1 1 0 BB.C..DD.COP.AAQOPEE.QOPG.FQ..G.FRRR F99  
2 2 0 .BBC..DD.COPAA.QOPEEFQOPG.FQ..G..RRR A99 B99  
2 2 0 .BBC..DD.COP.AAQOPEEFQOPG.FQ..GRRR.. R98 B99  
2 2 0 BB.C..DD.COPAA.QOPEE.QOPG.FQ..G.FRRR F99 A99  
2 2 0 BB.C..DD.COPAA.QOPEEFQOPG.FQ..GRRR.. R98 A99  
2 2 0 BB.C..DD.CO..AAQO.EEFQOPG.FQ.PG.RRRP P98 R99  
2 2 0 BB.C..DD.COP.AAQOP.EEQOPG.FQ..G.FRRR E99 F99  
2 2 0 BBFC..DDFCOPAA.QOPEE.QOPG..Q..G..RRR F97 A99  
2 2 0 .BBC..DD.CO..AAQOPEEFQOPG.FQ.PG..RRR P99 B99  
2 2 0 BB.C..DDFCOPAAFQOPEE.QOPG..Q..G..RRR F98 A99  
2 2 0 BB.C..DD.COPAAFQOPEEFQOPG..Q..G..RRR F99 A99  
2 2 0 .BBC.PDD.COP.AAQOPEEFQO.G.FQ..G..RRR P99 B99  
2 2 0 BB.CO.DD.COP.AAQOPEEFQ.PG.FQ..GRRR.. R98 O99  
2 2 0 BB.C..DD.CO.AA.QOPEEFQOPG.FQ.PG..RRR P99 A99  
2 2 0 BB.C.PDD.COPAA.QOPEEFQO.G.FQ..G..RRR P99 A99  
2 2 0 .BBC..DD.C.P.AAQOPEEFQOPG.FQO.G..RRR O99 B99  
2 2 0 BB.C..DD.C.PAA.QOPEEFQOPG.FQO.G..RRR O99 A99  
2 2 0 BB.C...DDCOPAA.QOPEEFQOPG.FQ..G..RRR D99 A99  
2 2 0 .BBCO.DD.COP.AAQOPEEFQ.PG.FQ..G..RRR O99 B99  
2 2 0 BB.CO.DD.COP.AAQOPEEFQ.PG.FQ..G.RRR. R99 O99  
2 2 0 BB.C..DD.CO..AAQO.EEFQOPG.FQ.PGRRR.P P98 R98  
2 2 0 BB.C..DD.C.P.AAQOPEE.QOPG.FQO.G.FRRR F99 O99  
2 2 0 BB.C..DD.C.P.AAQOPEEFQOPG.FQO.G.RRR. R99 O99  
2 2 0 BB.CO.DD.COP.AAQOPEE.Q.PG.FQ..G.FRRR F99 O99  
2 2 0 BB.C.PDD.COP.AAQOPEE.QO.G.FQ..G.FRRR F99 P99  
2 2 0 BB.C.PDD.C.P.AAQOPEEFQO.G.FQO.G..RRR O99 P99  
2 2 0 .BBC...DDCOP.AAQOPEEFQOPG.FQ..G..RRR D99 B99  
2 2 0 BB.CO.DD.COPAA.QOPEEFQ.PG.FQ..G..RRR A99 O99  
2 2 0 BB.C...DDCOP.AAQOPEE.QOPG.FQ..G.FRRR F99 D99  
2 2 0 BB.C.P.DDCOP.AAQOPEEFQO.G.FQ..G..RRR P99 D99  
2 2 0 BB.CO.DD.CO..AAQOPEEFQ.PG.FQ.PG..RRR P99 O99  
2 2 0 BB.C...DDC.P.AAQOPEEFQOPG.FQO.G..RRR O99 D99  
2 2 0 BB.C..DD.CO..AAQOPEE.QOPG.FQ.PG.FRRR F99 P99  
2 2 0 BB.COPDD.COP.AAQOPEEFQ..G.FQ..G..RRR P99 O99  
2 2 0 BB.C..DD.C...AAQOPEEFQOPG.FQOPG..RRR O99 P99  
2 2 0 BB.C..DD.CO..AAQOPEEFQOPG.FQ.PG.RRR. R99 P99  
2 2 0 BB.C.PDD.COP.AAQOPEEFQO.G.FQ..G.RRR. R99 P99  
2 2 0 BB.C...DDCO..AAQOPEEFQOPG.FQ.PG..RRR D99 P99  
2 2 0 BB.CO..DDCOP.AAQOPEEFQ.PG.FQ..G..RRR D99 O99  
2 2 0 BB.C..DD.CO..AAQOPEEFQOPG.FQ.PGRRR.. P99 R98  
2 2 0 BB.C.PDD.COP.AAQOPEEFQO.G.FQ..GRRR.. P99 R98  
2 2 0 .BBC..DD.COP.AAQOPEEFQOPG.FQ..G.RRR. R99 B99  
2 2 0 BB.C..DD.C.P.AAQ.PEEFQOPG.FQO.GRRRO. O98 R98  
2 2 0 BB.C...DDCOP.AAQOPEEFQOPG.FQ..G.RRR. R99 D99  
2 2 0 BB.C..DD.C.P.AAQOPEEFQOPG.FQO.GRRR.. O99 R98  
2 2 0 .BBC..DD.COP.AAQOPEE.QOPG.FQ..G.FRRR F99 B99  
2 2 0 BB.C...DDCOP.AAQOPEEFQOPG.FQ..GRRR.. D99 R98  
2 2 0 BB.C..DD.COPAA.QOPEEFQOPG.FQ..G.RRR. R99 A99  
5 5 0 .BBC..DD.C.PAA.QOP.EEQOPG.FQO.G.FRRR A99 E99 F99 O99 B99  
5 5 0 .BBC..DD.C...AAQOP.EEQOPG.FQOPG.FRRR P99 E99 F99 O99 B99  
5 5 0 BB.CO.DDFCOPAAFQOP.EEQ.PG..Q..G.RRR. O99 E99 R99 F98 A99  
5 5 0 BBFC.PDDFC.PAA.QOPEE.QO.G..QO.G.RRR. O99 F97 R99 P99 A99  
5 5 0 .BBC...DDC.P.AAQOP.EEQOPG.FQO.G.FRRR D99 E99 F99 O99 B99  
5 5 0 BB.C...DDC..AA.QO.EEFQOPG.FQOPGRRR.P P98 R98 D99 O99 A99  
5 5 0 BB.CO.DDFCOPAAFQOP.EEQ.PG..Q..GRRR.. O99 R98 E99 F98 A99  
5 5 0 BB.C.P.DDC.PAA.QOPEEFQO.G.FQO.GRRR.. P99 R98 D99 O99 A99  
5 5 0 .BBC...DDC.PAA.QOPEEFQOPG.FQO.GRRR.. B99 R98 D99 O99 A99  
5 5 0 .BBCO..DDCO..AAQO.EEFQ.PG.FQ.PG.RRRP D99 P98 R99 O99 B99  
5 5 0 .BBC.PDD.COPAAFQOPEEFQO.G..Q..GRRR.. B99 R98 P99 F99 A99  
5 5 0 BB.C.P.DDC.PAA.Q.PEEFQO.G.FQO.GRRRO. O98 R98 D99 P99 A99  
5 5 0 BBFC..DDFC..AA.QO.EE.QOPG..QOPG.RRRP O99 F97 A99 P98 R99  
5 5 0 .BBCO..DDCO..AAQOPEEFQ.PG.FQ.PGRRR.. P99 R98 D99 O99 B99  
5 5 0 .BBCOP.DDCOP.AAQOPEEFQ..G.FQ..GRRR.. P99 R98 D99 O99 B99  
5 5 0 BB.COP.DDCOPAAFQOPEEFQ..G..Q..G..RRR O99 F99 D99 P99 A99  
5 5 0 .BBC...DDC...AAQ.PEEFQOPG.FQOPGRRRO. D99 O98 P99 R98 B99  
5 5 0 .BBCO.DD.COP.AAQOPGEEQ.PG.FQ....FRRR G99 E99 F99 O99 B99  
5 5 0 .BBCOP.DDCOP.AAQOPEEFQ..G.FQ..G.RRR. O99 R99 D99 P99 B99  
5 5 0 .BBC...DDCO..AAQOP.EEQOPG.FQ.PG.FRRR E99 D99 F99 P99 B99  
5 5 0 .BBCO.DD.CO..AAQOP.EEQ.PG.FQ.PG.FRRR P99 E99 F99 O99 B99  
5 5 0 .BBCO..DDCOP.AAQOP.EEQ.PG.FQ..G.FRRR D99 E99 F99 O99 B99  
5 5 0 BBFC..DDFCOPGAAQOPGEEQOP...Q.....RRR G98 E99 A98 F97 A99  
5 5 0 BB.CO..DDCO.AA.QO.EEFQ.PG.FQ.PG.RRRP P98 A99 D99 R99 O99  
5 5 0 BB.CO..DDCO.AA.QOPEEFQ.PG.FQ.PG.RRR. P99 A99 D99 R99 O99  
5 5 0 BB.C..GDDC.PGAAQOP.EEQOP..FQO...FRRR G97 D99 O99 E99 F99  
5 5 0 BBFC..DDFCOPAA.QOPGEEQOPG..Q....RRR. R99 G99 E99 F97 A99  
5 5 0 .BBCO..DDCOPAA.QOPEE.Q.PG.FQ..G.FRRR F99 A99 D99 O99 B99  
5 5 0 .BBCO..DDCOPAA.QOPEEFQ.PG.FQ..G.RRR. B99 A99 D99 R99 O99  
5 5 0 .BBC...DDC...AAQ..EEFQOPG.FQOPGRRROP D99 O98 P98 R98 B99  
5 5 0 BB.CO.DD.CO.AAFQO.EEFQ.PG..Q.PG.RRRP O99 F99 A99 P98 R99  
5 5 0 BB.C...DDC..AA.QOPEE.QOPG.FQOPG.FRRR O99 P99 D99 F99 A99  
5 5 0 BB.CO..DDCO.AA.QOPEE.Q.PG.FQ.PG.FRRR O99 P99 D99 F99 A99  
5 5 0 .BBC..DD.CO.AAFQO.EEFQOPG..Q.PG.RRRP B99 F99 A99 P98 R99  
5 5 0 .BBCOPDD.COPAA.QOPEEFQ..G.FQ..GRRR.. B99 R98 O99 P99 A99  
5 5 0 .BBC...DDCO.AA.QOPEE.QOPG.FQ.PG.FRRR B99 P99 D99 F99 A99  
5 5 0 BB.COPDD.COP.AAQOPGEEQ..G.FQ....FRRR G99 E99 P99 F99 O99  
5 5 0 BBFC..DDFCO.AA.QOPGEEQOPG..Q.P...RRR P99 G99 E99 F97 A99  
5 5 0 BB.COP.DDCOP.AAQOP.EEQ..G.FQ..G.FRRR D99 E99 P99 F99 O99  
5 5 0 .BBCOPDD.COP.AAQOP.EEQ..G.FQ..G.FRRR B99 E99 P99 F99 O99  
5 5 0 BB.C..DDFC..AAFQO.EE.QOPG..QOPG.RRRP O99 F98 A99 P98 R99  
5 5 0 .BBC..DDFCO.AAFQO.EE.QOPG..Q.PG.RRRP B99 F98 A99 P98 R99  
5 5 0 BBFC..DDFCO..AAQOP.EEQOPG..Q.PG..RRR A98 P99 E99 F97 A99  
5 5 0 BBFC..DDFCO.AA.QOP.EEQOPG..Q.PGRRR.. P99 E99 F97 R98 A99  
5 5 0 BB.CO.DD.CO.AAFQOPEEFQ.PG..Q.PGRRR.. F99 R98 O99 P99 A99  
5 5 0 .BBC..DD.C.PAAFQOPEEFQOPG..QO.G.RRR. F99 A99 R99 O99 B99  
5 5 0 .BBC..DD.C..AA.QO.EEFQOPG.FQOPG.RRRP P98 A99 R99 O99 B99  
5 5 0 GBBC..GDDCOP.AAQOP.EEQOP..FQ....FRRR G96 E99 F99 D99 B99  
5 5 0 .BBC...DDC.PAA.QOPEEFQOPG.FQO.G.RRR. D99 A99 R99 O99 B99  
5 5 0 BB.COPDDFCOPAAFQOPEE.Q..G..Q..G.RRR. F98 A99 P99 R99 O99  
5 5 0 .BBC...DDCOPAA.QOP.EEQOPG.FQ..G.FRRR A99 E99 F99 D99 B99  
5 5 0 .BBC..DD.CO.AAFQO.EEFQOPG..Q.PGRRR.P B99 P98 F99 R98 A99  
5 5 0 BB.COPDD.COPAAFQOPEEFQ..G..Q..G.RRR. F99 A99 P99 R99 O99  
5 5 0 BB.COP.DDCOPAA.QOPEEFQ..G.FQ..G.RRR. D99 A99 P99 R99 O99  
5 5 0 BBFCOPDDFCOPAA.QOP.EEQ..G..Q..G..RRR E99 F97 O99 P99 A99  
5 5 0 BBFC..DDFCO..AAQO.EE.QOPG..Q.PGRRR.P P98 R98 A98 F97 A99  
5 5 0 BBFC..DDFCO..AAQOPEE.QOPG..Q.PGRRR.. P99 R98 A98 F97 A99  
5 5 0 .BBC..DD.C.PAAFQ.PEEFQOPG..QO.GRRRO. B99 O98 F99 R98 A99  
5 5 0 .BBC..DDFC.PAAFQOP.EEQOPG..QO.G..RRR O99 E99 F98 A99 B99  
5 5 0 BBFC..DDFC.PAA.QOPGEEQOPG..QO....RRR O99 G99 E99 F97 A99  
5 5 0 BBFC.PDDFCOP.AAQOPEE.QO.G..Q..GRRR.. P99 R98 A98 F97 A99  
5 5 0 BBFC..DDFC.P.AAQ.PEE.QOPG..QO.GRRRO. O98 R98 A98 F97 A99  
5 5 0 BB.C.PDD.C.PAAFQOPEEFQO.G..QO.GRRR.. F99 R98 O99 P99 A99  
5 5 0 BBFC..DDFC.P.AAQOPEE.QOPG..QO.GRRR.. O99 R98 A98 F97 A99  
5 5 0 BBFCO.DDFCOP.AAQOPEE.Q.PG..Q..GRRR.. O99 R98 A98 F97 A99  
5 5 0 .BBCO.DDFCO.AAFQOPEE.Q.PG..Q.PG..RRR B99 F98 O99 P99 A99  
5 5 0 BB.CO.DD.CO.AAFQOPEEFQ.PG..Q.PG.RRR. F99 R99 O99 P99 A99  
5 5 0 BB.COPDD.COPAA.QOP.EEQ..G.FQ..G.FRRR P99 E99 O99 F99 A99  
5 5 0 BB.CO..DDCOPAA.QOP.EEQ.PG.FQ..G.FRRR D99 E99 O99 F99 A99  
5 5 0 BB.C.P.DDCOPAA.QOP.EEQO.G.FQ..G.FRRR A99 E99 D99 F99 P99  
5 5 0 .BBCO.DD.COPAA.QOP.EEQ.PG.FQ..G.FRRR B99 E99 O99 F99 A99  
5 5 0 .BBC.PDD.COPAAFQOPEEFQO.G..Q..G.RRR. F99 P99 R99 A99 B99  
5 5 0 BBFC.PDDFCOPAA.QOPGEEQO.G..Q.....RRR P99 G99 E99 F97 A99  
5 5 0 BB.CO..DDCOP.AAQOPGEEQ.PG.FQ....FRRR G99 D99 O99 E99 F99  
5 5 0 .BBCOP.DDCOP.AAQOPEE.Q..G.FQ..G.FRRR O99 D99 F99 P99 B99  
5 5 0 BBFC..DDFC.P.AAQOPEE.QOPG..QO.G.RRR. A98 F97 R99 O99 A99  
5 5 0 .BBC.PDD.C.PAA.QOPEEFQO.G.FQO.G.RRR. O99 P99 R99 A99 B99  
5 5 0 .BBCOPDD.COPAA.QOPEEFQ..G.FQ..G.RRR. O99 P99 R99 A99 B99  
5 5 0 BBFC..DDFC.PAA.Q.P.EEQOPG..QO.GRRRO. O98 E99 F97 R98 A99  
5 5 0 .BBC.P.DDCOPAA.QOPEEFQO.G.FQ..G.RRR. D99 P99 R99 A99 B99  
5 5 0 .BBC..DD.C..AA.QOPEEFQOPG.FQOPG.RRR. O99 P99 R99 A99 B99  
5 5 0 BBFCO.DDFCOPAA.QOP.EEQ.PG..Q..GRRR.. O99 E99 F97 R98 A99  
5 5 0 .BBC.P.DDC.P.AAQOPEEFQO.G.FQO.GRRR.. P99 R98 D99 O99 B99  
5 5 0 .BBCO.DD.CO.AA.QOPEEFQ.PG.FQ.PG.RRR. O99 P99 R99 A99 B99  
5 5 0 .BBC...DDCO.AA.QOPEEFQOPG.FQ.PG.RRR. D99 P99 R99 A99 B99  
5 5 0 BB.C...DDCO..AAQOPGEEQOPG.FQ.P..FRRR G99 E99 P99 F99 D99  
5 5 0 BB.C..DDFC..AAFQOPEE.QOPG..QOPG.RRR. O99 P99 R99 F98 A99  
5 5 0 BB.CO.DDFCO.AAFQOPEE.Q.PG..Q.PG.RRR. O99 P99 R99 F98 A99  
5 5 0 BB.C...DDC..AAFQOPEEFQOPG..QOPG..RRR O99 F99 D99 P99 A99  
5 5 0 .BBC...DDCO.AAFQOPEEFQOPG..Q.PG..RRR B99 F99 D99 P99 A99  
5 5 0 .BBCO.DD.CO.AA.QO.EEFQ.PG.FQ.PG.RRRP P98 O99 R99 A99 B99  
5 5 0 .BBC..DDFCO.AAFQOPEE.QOPG..Q.PG.RRR. B99 P99 R99 F98 A99  
5 5 0 BB.C...DDC..AA.Q.PEEFQOPG.FQOPGRRRO. O98 R98 D99 P99 A99  
5 5 0 BB.C..DDFC..AAFQ..EE.QOPG..QOPGRRROP F98 A99 O98 P98 R98  
5 5 0 BB.C...DDC..AA.QOPEEFQOPG.FQOPGRRR.. O99 R98 D99 P99 A99  
5 5 0 .BBC...DDCO.AA.QOPEEFQOPG.FQ.PGRRR.. B99 R98 D99 P99 A99  
5 5 0 BB.C.P.DDCOP.AAQOPGEEQO.G.FQ....FRRR G99 E99 D99 F99 P99  
5 5 0 .BBC.PDDFC.PAAFQOPEE.QO.G..QO.G..RRR B99 F98 O99 P99 A99  
5 5 0 BB.CO..DDCO.AA.QO.EEFQ.PG.FQ.PGRRR.P P98 R98 O99 D99 A99  
5 5 0 BB.CO..DDCO.AA.QOPEEFQ.PG.FQ.PGRRR.. P99 R98 O99 D99 A99  
5 5 0 .BBC...DDCO.AA.QO.EEFQOPG.FQ.PG.RRRP P98 D99 R99 A99 B99  
5 5 0 BB.COP.DDCOPAA.QOPEEFQ..G.FQ..GRRR.. P99 R98 O99 D99 A99  
6 6 0 .BBC..DDFCOPAAFQOPGEEQOPG..Q...RRR.. G99 E99 F98 R98 A99 B99  
6 6 0 .BBCO..DDCOPAAFQOPEEFQ.PG..Q..GRRR.. F99 B99 R98 O99 D99 A99  
6 6 0 BB.C.PDDFCOPAAFQOPGEEQO.G..Q..RRR... R97 P99 G99 E99 F98 A99  
6 6 0 BB.CO..DDCO.AAFQO.EEFQ.PG..Q.PGRRR.P P98 F99 R98 O99 D99 A99  
6 6 0 BB.COP.DDCOPGAAQOPGEEQ....FQ....FRRR D99 G98 E99 P99 F99 O99  
6 6 0 .BBCO..DDCO.AA.QOPEE.Q.PG.FQ.PG.FRRR D99 F99 B99 O99 P99 A99  
6 6 0 BBFC.PDDFC.PAA.Q.P.EEQO.G..QO.GRRRO. E99 O98 P99 F97 R98 A99  
6 6 0 BBFC..DDFCO.GAAQOPGEEQOP...Q.P...RRR P99 G98 E99 A98 F97 A99  
6 6 0 BBFC..DDFCOPGAAQOPGEEQOP...Q..RRR... R97 G98 E99 A98 F97 A99  
6 6 0 BB.C.PDD.C.PAA.QOPGEEQO.G.FQO...FRRR A99 G99 E99 P99 F99 O99  
6 6 0 .BBC..DD.C..AAFQOPEEFQOPG..QOPG.RRR. O99 F99 P99 R99 A99 B99  
6 6 0 BB.C...DDC..AAFQOPEEFQOPG..QOPGRRR.. D99 F99 R98 O99 P99 A99  
6 6 0 .BBC..DDFC..AAFQ..EE.QOPG..QOPGRRROP F98 A99 O98 P98 R98 B99  
6 6 0 .BBC...DDCO.AAFQO.EEFQOPG..Q.PGRRR.P F99 A99 D99 P98 R98 B99  
6 6 0 BB.C.P.DDC.PGAAQOPGEEQO...FQO...FRRR D99 G98 E99 P99 F99 O99  
6 6 0 .BBC.P.DDC.P.AAQOP.EEQO.G.FQO.G.FRRR B99 D99 E99 P99 F99 O99  
6 6 0 .BBC..DD.C..GAAQOPGEEQOP..FQOP..FRRR O99 B99 P99 G98 E99 F99  
6 6 0 BB.C..DD.C..AA.QOPGEEQOPG.FQOP..FRRR O99 P99 G99 E99 F99 A99  
6 6 0 BB.C.PGDDC.PGAAQOP.EEQO...FQO...FRRR G97 D99 E99 P99 F99 O99  
6 6 0 BB.C.P.DDC.PAA.QOP.EEQO.G.FQO.G.FRRR D99 A99 E99 P99 F99 O99  
6 6 0 BB.C..DDFCO.AAFQOPGEEQOPG..Q.P..RRR. G99 E99 P99 R99 F98 A99  
6 6 0 BB.C...DDC.PAA.QOPGEEQOPG.FQO...FRRR D99 O99 G99 E99 F99 A99  
6 6 0 .BBC.PDDFCOPAAFQOP.EEQO.G..Q..G.RRR. E99 F98 P99 R99 A99 B99  
6 6 0 BBFCOPDDFCOP.AAQOPEE.Q..G..Q..G.RRR. A98 F97 A99 P99 R99 O99  
6 6 0 BB.COPDD.COPAA.QOPGEEQ..G.FQ....FRRR O99 P99 G99 E99 F99 A99  
6 6 0 BB.C...DDC..AAFQ.PEEFQOPG..QOPGRRRO. O98 F99 R98 D99 P99 A99  
6 6 0 .BBC...DDCOPAA.QOPGEEQOPG.FQ....FRRR B99 D99 G99 E99 F99 A99  
6 6 0 BB.CO..DDCOPAA.QOPGEEQ.PG.FQ....FRRR D99 O99 G99 E99 F99 A99  
6 6 0 BBFC..DDFCOPGAAQOPGEEQOP...Q...RRR.. G98 E99 R98 A98 F97 A99  
6 6 0 BB.CO..DDCO.AA.QOP.EEQ.PG.FQ.PG.FRRR O99 E99 P99 D99 F99 A99  
6 6 0 .BBC.PDDFC.PAAFQ.PEE.QO.G..QO.GRRRO. O98 P99 F98 R98 A99 B99  
6 6 0 BB.C...DDC..AA.QOP.EEQOPG.FQOPG.FRRR O99 E99 P99 D99 F99 A99  
6 6 0 .BBC..DDFC..AAFQO.EE.QOPG..QOPGRRR.P O99 P98 F98 R98 A99 B99  
6 6 0 .BBC..DDFC..AAFQ.PEE.QOPG..QOPGRRRO. O98 P99 F98 R98 A99 B99  
6 6 0 .BBCO.DD.CO.AA.QOP.EEQ.PG.FQ.PG.FRRR B99 P99 E99 O99 F99 A99  
6 6 0 .BBCOPDD.COPGAAQOPGEEQ....FQ....FRRR B99 G98 E99 P99 F99 O99  
6 6 0 .BBC..DDFC.PAAFQOP.EEQOPG..QO.G.RRR. E99 F98 A99 R99 O99 B99  
6 6 0 BB.C...DDC..GAAQOPGEEQOP..FQOP..FRRR D99 O99 P99 G98 E99 F99  
6 6 0 .BBC...DDCO.AAFQO.EEFQOPG..Q.PG.RRRP P98 F99 D99 R99 A99 B99  
6 6 0 BB.C.P.DDC.PAAFQ.PEEFQO.G..QO.GRRRO. O98 F99 R98 D99 P99 A99  
6 6 0 BBFCOPDDFCOPAA.QOP.EEQ..G..Q..G.RRR. E99 F97 A99 P99 R99 O99  
6 6 0 .BBC..DDFC..AAFQO.EE.QOPG..QOPG.RRRP P98 F98 A99 R99 O99 B99  
6 6 0 .BBC..DD.C..AAFQ.PEEFQOPG..QOPGRRRO. F99 A99 O98 P99 R98 B99  
6 6 0 BB.CO..DDCO.AAFQO.EEFQ.PG..Q.PG.RRRP P98 F99 A99 D99 R99 O99  
6 6 0 BBFC..DDFCO.AA.QO.GEEQOPG..Q.P.RRR.P P98 G99 E99 F97 R98 A99  
6 6 0 .BBCO..DDCOPGAAQOPGEEQ.P..FQ....FRRR D99 G98 E99 F99 O99 B99  
6 6 0 BBFCO.DDFCO..AAQOPEE.Q.PG..Q.PGRRR.. A98 F97 R98 O99 P99 A99  
6 6 0 BB.C..DDFC..AAFQOP.EEQOPG..QOPGRRR.. E99 F98 R98 O99 P99 A99  
6 6 0 BBFC..DDFCO.AA.QOPGEEQOPG..Q.P.RRR.. P99 G99 E99 F97 R98 A99  
6 6 0 BB.C...DDC..AAFQO.EEFQOPG..QOPGRRR.P P98 F99 R98 D99 O99 A99  
6 6 0 .BBC...DDC.PGAAQOPGEEQOP..FQO...FRRR D99 G98 E99 F99 O99 B99  
6 6 0 .BBC.P.DDCOPAAFQOPEEFQO.G..Q..G.RRR. P99 F99 D99 R99 A99 B99  
6 6 0 .BBC.PDD.C.PAAFQ.PEEFQO.G..QO.GRRRO. F99 A99 O98 P99 R98 B99  
6 6 0 .BBC...DDC.PAAFQ.PEEFQOPG..QO.GRRRO. F99 A99 D99 O98 R98 B99  
6 6 0 BBFC..DDFCO..AAQO..EEQOPG..Q.PG.RRRP E99 A98 F97 A99 P98 R99  
6 6 0 .BBCO.DDFCOPAAFQOP.EEQ.PG..Q..G.RRR. E99 F98 O99 R99 A99 B99  
6 6 0 .BBC...DDC..AA.QOPEEFQOPG.FQOPGRRR.. R98 O99 B99 D99 P99 A99  
6 6 0 BBFCO.DDFCO..AAQOPEE.Q.PG..Q.PG.RRR. A98 F97 R99 O99 P99 A99  
6 6 0 BB.C...DDC..AAFQOPEEFQOPG..QOPG.RRR. O99 R99 F99 D99 P99 A99  
6 6 0 BBFCOPDDFCOP.AAQOPEE.Q..G..Q..GRRR.. R98 A98 F97 O99 P99 A99  
6 6 0 BBFCO.DDFCO..AAQOP.EEQ.PG..Q.PG..RRR E99 A98 F97 O99 P99 A99  
6 6 0 BB.C..DDFCO.AAFQO.GEEQOPG..Q.P..RRRP G99 E99 F98 A99 P98 R99  
6 6 0 BBFC..DDFC...AAQOPEE.QOPG..QOPGRRR.. A98 F97 R98 O99 P99 A99  
6 6 0 BB.CO.DDFCO.AAFQOP.EEQ.PG..Q.PGRRR.. R98 E99 F98 O99 P99 A99  
6 6 0 .BBCO.DD.CO.AAFQOPEEFQ.PG..Q.PGRRR.. R98 B99 F99 O99 P99 A99  
6 6 0 BBFC.PDDFC.P.AAQOPEE.QO.G..QO.GRRR.. A98 F97 R98 O99 P99 A99  
6 6 0 BB.COPDDFCOPAAFQOP.EEQ..G..Q..GRRR.. E99 F98 R98 O99 P99 A99  
6 6 0 .BBC..DD.C..AAFQO.EEFQOPG..QOPG.RRRP B99 O99 F99 A99 P98 R99  
6 6 0 .BBC..DDFCOPAAFQOPGEEQOPG..Q....RRR. G99 E99 F98 R99 A99 B99  
6 6 0 .BBC..DDFC..AAFQOP.EEQOPG..QOPG..RRR B99 E99 F98 O99 P99 A99  
6 6 0 BB.C.PDDFC.PAAFQOP.EEQO.G..QO.G.RRR. R99 E99 F98 O99 P99 A99  
6 6 0 BB.CO.DDFCOPAAFQOPGEEQ.PG..Q...RRR.. O99 G99 R98 E99 F98 A99  
6 6 0 BB.C...DDC..AAFQO.EEFQOPG..QOPG.RRRP F99 D99 O99 A99 P98 R99  
6 6 0 BBFC..DDFC...AAQOPEE.QOPG..QOPG.RRR. A98 F97 R99 O99 P99 A99  
6 6 0 BBFC..DDFC..AA.QOP.EEQOPG..QOPG.RRR. E99 F97 R99 O99 P99 A99  
6 6 0 .BBC..DD.C..AA.QOP.EEQOPG.FQOPG.FRRR B99 E99 F99 O99 P99 A99  
6 6 0 .BBC..DDFCOPAAFQOPGEEQOPG..Q..RRR... R97 G99 E99 F98 A99 B99  
6 6 0 BB.C..DDFCO.AAFQOPGEEQOPG..Q.P.RRR.. R98 P99 G99 E99 F98 A99  
6 6 0 .BBC.P.DDC.PAA.QOPEEFQO.G.FQO.G.RRR. A99 O99 R99 D99 P99 B99  
6 6 0 BB.C..DDFCO.AAFQOPGEEQOPG..Q.PRRR... R97 P99 G99 E99 F98 A99  
6 6 0 BBFC..DDFC...AAQOP.EEQOPG..QOPG..RRR E99 A98 F97 O99 P99 A99  
6 6 0 BBFC..DDFC..AA.QOPGEEQOPG..QOP...RRR G99 E99 F97 O99 P99 A99  
6 6 0 BB.C..DDFC..AAFQOPGEEQOPG..QOP...RRR O99 P99 G99 E99 F98 A99  
6 6 0 BB.C.P.DDC.PAAFQOPEEFQO.G..QO.G.RRR. O99 F99 R99 D99 P99 A99  
6 6 0 BB.C..DDFC..AAFQO..EEQOPG..QOPGRRR.P P98 E99 R98 O99 F98 A99  
6 6 0 .BBC.P.DDCOPAA.QOP.EEQO.G.FQ..G.FRRR E99 F99 B99 D99 P99 A99  
6 6 0 .BBCOPDD.COPAA.QOP.EEQ..G.FQ..G.FRRR E99 F99 B99 O99 P99 A99  
6 6 0 BB.C..DDFC.PAAFQOPGEEQOPG..QO..RRR.. G99 E99 R98 O99 F98 A99  
6 6 0 BB.C.PDDFC.PAAFQOP.EEQO.G..QO.GRRR.. P99 E99 R98 O99 F98 A99  
6 6 0 .BBC..DDFC.PAAFQOPGEEQOPG..QO....RRR O99 G99 E99 F98 A99 B99  
6 6 0 .BBC..DDFCO.AAFQOPGEEQOPG..Q.P...RRR P99 G99 E99 F98 A99 B99  
6 6 0 BBFC.PDDFCOP.AAQOP.EEQO.G..Q..G.RRR. E99 A98 F97 R99 P99 A99  
6 6 0 .BBC.P.DDC.PAAFQOPEEFQO.G..QO.G..RRR B99 O99 F99 D99 P99 A99  
