0 0 0 ...OOO...BCPAA.BCP..QDDP..QEE...QRRR  
1 1 0 ..OOO....BCPAA.BCP..QDDP..QEE...QRRR O99  
1 1 0 OOO......BCPAA.BCP..QDDP..QEE...QRRR O97  
1 1 0 ...OOO..QBCPAAQBCP..QDDP...EE....RRR Q98  
1 1 0 ...OOO...BCPAA.BCP..QDDP..Q.EE..QRRR E99  
1 1 0 ...OOO...BCPAAQBCP..QDDP..QEE....RRR Q99  
1 1 0 .OOO.....BCPAA.BCP..QDDP..QEE...QRRR O98  
1 1 0 ...OOO...BCP.AABCP..QDDP..QEE...QRRR A99  
1 1 0 ...OOO...BC.AA.BCP..QDDP..QEEP..QRRR P99  
1 1 0 ..QOOO..QBCPAAQBCP...DDP...EE....RRR Q97  
2 2 0 ..OOO....BCPAA.BCP..QDDP..Q.EE..QRRR E99 O99  
2 2 0 OOO.C....BCPAA.B.P..QDDP..QEE...QRRR C99 O97  
2 2 0 ...OOO..QBCPAAQBCP..QDDP...EE.RRR... R97 Q98  
2 2 0 ...OOO...BCPAAQBCP..QDDP..Q.EE...RRR Q99 E99  
2 2 0 ..QOOO..QBC.AAQBCP...DDP...EEP...RRR Q97 P99  
2 2 0 ..QOOO..QBCPAAQBCP...DDP...EE.RRR... R97 Q97  
2 2 0 ...OOO...BCP.AABCP..QDDP..Q.EE..QRRR A99 E99  
2 2 0 OOOB.....BCPAA..CP..QDDP..QEE...QRRR B99 O97  
2 2 0 .OOO.....BCPAA.BCP..QDDP..Q.EE..QRRR O98 E99  
2 2 0 ...OOO..QBCPAAQBCP..QDDP...EE..RRR.. R98 Q98  
2 2 0 ..OOO...QBCPAAQBCP..QDDP...EE....RRR Q98 O99  
2 2 0 OOO......BCPAA.BCP..QDDP..Q.EE..QRRR E99 O97  
2 2 0 ...OOO..QBCPAAQBCP..QDDP...EE...RRR. R99 Q98  
2 2 0 ...OOO..QBCPAAQBCP..QDDPEE.......RRR E97 Q98  
2 2 0 ..OOO....BCPAAQBCP..QDDP..QEE....RRR Q99 O99  
2 2 0 ...OOO..QBCPAAQBCP..QDDP.EE......RRR E98 Q98  
2 2 0 ...OOO..QBCPAAQBCP..QDDP..EE.....RRR E99 Q98  
2 2 0 ..OOO....BCP.AABCP..QDDP..QEE...QRRR A99 O99  
2 2 0 ...OOO..QBCPAAQBCP..QDDP....EE...RRR E99 Q98  
2 2 0 ..QOOO..QBCPAAQBCP...DDP....EE...RRR Q97 E99  
2 2 0 ...OOO...BC..AABCP..QDDP..QEEP..QRRR P99 A99  
2 2 0 ..QOOO..QBCPAAQBCP...DDP...EE..RRR.. R98 Q97  
2 2 0 ...OOO..QBC.AAQBCP..QDDP...EEP...RRR P99 Q98  
2 2 0 ..QOOO..QBCPAAQBCP...DDP...EE...RRR. R99 Q97  
2 2 0 ..QOOO..QBCPAAQBCP...DDPEE.......RRR E97 Q97  
2 2 0 ..OOO....BC.AA.BCP..QDDP..QEEP..QRRR P99 O99  
2 2 0 .OOO....QBCPAAQBCP..QDDP...EE....RRR O98 Q98  
2 2 0 ..QOOO..QBCPAAQBCP...DDP.EE......RRR E98 Q97  
2 2 0 ..QOOO..QBCPAAQBCP...DDP..EE.....RRR E99 Q97  
2 2 0 OOO.....QBCPAAQBCP..QDDP...EE....RRR Q98 O97  
2 2 0 ..QOOO..QBCPAAQBCPDD...P...EE....RRR D97 Q97  
2 2 0 ..QOOO..QBCPAAQBCP.DD..P...EE....RRR D98 Q97  
2 2 0 ..OOOP...BCPAA.BCP..QDD...QEE...QRRR P99 O99  
2 2 0 OOO......BCPAAQBCP..QDDP..QEE....RRR Q99 O97  
2 2 0 .OOO.....BC.AA.BCP..QDDP..QEEP..QRRR P99 O98  
2 2 0 ..QOOO..QBCPAAQBCP..DD.P...EE....RRR D99 Q97  
2 2 0 .OOO.....BCP.AABCP..QDDP..QEE...QRRR A99 O98  
2 2 0 OOO......BCP.AABCP..QDDP..QEE...QRRR A99 O97  
2 2 0 .OOO.P...BCPAA.BCP..QDD...QEE...QRRR P99 O98  
2 2 0 .OOOC....BCPAA.B.P..QDDP..QEE...QRRR C99 O98  
2 2 0 OOO......BC.AA.BCP..QDDP..QEEP..QRRR P99 O97  
2 2 0 ...OOO...BCPAAQBCP..QDDP..QEE..RRR.. R98 Q99  
2 2 0 ...OOO...BCPAAQBCP..QDDP..QEE.RRR... R97 Q99  
2 2 0 ...OOO...BCPAAQBCP..QDDP..QEE...RRR. R99 Q99  
2 2 0 OOO..P...BCPAA.BCP..QDD...QEE...QRRR P99 O97  
2 2 0 ...OOO...BC.AAQBCP..QDDP..QEEP...RRR P99 Q99  
2 2 0 .OOO.....BCPAAQBCP..QDDP..QEE....RRR O98 Q99  
7 7 0 OOO.....Q.CPAAQBCPDDQB.P.EE....RRR.. O97 Q96 R98 B99 D97 E98 Q97  
7 7 0 .OOO....QB.PAAQB.PDDQ..P.EE.C..RRRC. C97 E98 R98 O98 Q96 D97 Q97  
7 7 0 ..OOO...Q.C.AAQ.CPDDQB.P.EEB.P...RRR B98 P99 E98 O99 Q96 D97 Q97  
7 7 0 OOO.CP...BCPAAQB.PDDQ...EEQ......RRR C99 P99 O97 Q95 D97 E97 Q97  
7 7 0 ..OOO...Q.CPAAQ.CPDDQB.P.EEB....RRR. O99 R99 Q96 B98 D97 E98 Q97  
7 7 0 ...OOO..Q..PAAQB.PDDQB.P.EE.C..RRRC. C97 Q96 R98 B99 D97 E98 Q97  
7 7 0 OOOB.....B.PAA..CPDDQ.CPEEQ.....QRRR B99 O97 Q94 C99 D97 E97 Q97  
7 7 0 .OOO.P..QBCPAAQBCPDDQ....EE....RRR.. P99 E98 R98 O98 Q96 D97 Q97  
7 7 0 .OOO....QBC.AAQBCPDDQ..P.EE..P.RRR.. P99 E98 R98 O98 Q96 D97 Q97  
7 7 0 .OOOC...QBCPAAQB.PDDQ..P.EE....RRR.. C99 E98 R98 O98 Q96 D97 Q97  
7 7 0 ..QOOO..Q...AAQ...DD...PEE.BCPRRRBCP P98 B97 C97 D97 E97 R97 Q97  
7 7 0 ..OOO...QB..AAQBCPDDQ.CP.EE..P...RRR C99 P99 E98 O99 Q96 D97 Q97  
7 7 0 .OOO....Q.CPAAQBCPDDQB.P.EE....RRR.. B99 E98 R98 O98 Q96 D97 Q97  
7 7 0 OOO..P....CPAAQ.CPDDQB..EEQB.....RRR P99 B98 O97 Q95 D97 E97 Q97  
7 7 0 OOO.C.....CPAAQ..PDDQB.PEEQB.....RRR C99 B98 O97 Q95 D97 E97 Q97  
7 7 0 ..QOOO..Q...AAQ...DD..CPEE.BCPRRRB.P C98 B97 P98 D97 E97 R97 Q97  
7 7 0 ..OOO...Q.C.AAQBCPDDQB.P.EE..P...RRR B99 P99 E98 O99 Q96 D97 Q97  
7 7 0 ..OOO...Q.CPAAQBCPDDQB.P.EE.....RRR. O99 Q96 R99 B99 D97 E98 Q97  
7 7 0 ...OOO..QB.PAAQB.P..QDDPEE..C..RRRC. Q96 D96 C97 D98 E97 R98 Q97  
7 7 0 OOOB.....B.PAAQ..PDDQ.CPEEQ.C....RRR B99 O97 C98 Q95 D97 E97 Q97  
7 7 0 OOO.....Q.CPAAQBCPDDQB.P.EE.....RRR. O97 Q96 R99 B99 D97 E98 Q97  
7 7 0 ..OOO...Q..PAAQB.PDDQBCP.EE.C....RRR O99 B99 Q96 C98 D97 E98 Q97  
7 7 0 ..OOO...Q..PAAQ..PDDQBCP.EEBC....RRR O99 B98 Q96 C98 D97 E98 Q97  
7 7 0 .OOO....Q..PAAQ..PDDQBCP.EEBC....RRR O98 B98 Q96 C98 D97 E98 Q97  
7 7 0 ..OOOP....CPAA..CPDDQB..EEQB....QRRR P99 O99 Q94 B98 D97 E97 Q97  
7 7 0 ..OOO......PAA..CPDDQBCPEEQB....QRRR C99 O99 Q94 B98 D97 E97 Q97  
7 7 0 OOO..P...B.PAAQBCPDDQ.C.EEQ......RRR C99 P99 O97 Q95 D97 E97 Q97  
7 7 0 ..OOO......PAA...PDDQBCPEEQBC...QRRR C98 O99 Q94 B98 D97 E97 Q97  
7 7 0 OOO..P...B.PAAQB.PDDQ.C.EEQ.C....RRR C98 P99 O97 Q95 D97 E97 Q97  
7 7 0 OOOBC....BCPAAQ..PDDQ..PEEQ......RRR B99 C99 O97 Q95 D97 E97 Q97  
7 7 0 OOO.C.....CPAAQB.PDDQB.PEEQ......RRR B99 C99 O97 Q95 D97 E97 Q97  
7 7 0 OOO..P....CPAAQBCPDDQB..EEQ......RRR B99 P99 O97 Q95 D97 E97 Q97  
7 7 0 OOOB.P...BCPAAQ.CPDDQ...EEQ......RRR B99 P99 O97 Q95 D97 E97 Q97  
7 7 0 ..OOO......PAAQ.CPDDQBCPEEQB.....RRR O99 Q95 B98 C99 D97 E97 Q97  
7 7 0 .OOO.P...B.PAAQBCPDDQ.C.EEQ......RRR P99 O98 C99 Q95 D97 E97 Q97  
7 7 0 .OOO....Q.CPAAQ.CPDDQB.P.EEB....RRR. O98 R99 Q96 B98 D97 E98 Q97  
7 7 0 OOOB.....B.PAAQ.CPDDQ.CPEEQ......RRR B99 C99 O97 Q95 D97 E97 Q97  
7 7 0 ...OOO......AAQ.CPDDQBCPEEQB.P...RRR P99 Q95 B98 C99 D97 E97 Q97  
7 7 0 .OOO.......PAAQ.CPDDQBCPEEQB.....RRR O98 Q95 B98 C99 D97 E97 Q97  
7 7 0 OOO........PAAQ.CPDDQBCPEEQB.....RRR O97 Q95 B98 C99 D97 E97 Q97  
7 7 0 OOO.......C.AA..CPDDQB.PEEQB.P..QRRR P99 O97 Q94 B98 D97 E97 Q97  
7 7 0 .OOO.P....CPAAQBCPDDQB..EEQ......RRR P99 O98 B99 Q95 D97 E97 Q97  
7 7 0 .OOOC.....CPAAQB.PDDQB.PEEQ......RRR C99 O98 B99 Q95 D97 E97 Q97  
7 7 0 OOO..P....CPAA..CPDDQB..EEQB....QRRR P99 O97 Q94 B98 D97 E97 Q97  
7 7 0 ..OOOP....CPAAQ.CPDDQB..EEQB.....RRR P99 O99 B98 Q95 D97 E97 Q97  
7 7 0 .OOOC.....CPAAQ..PDDQB.PEEQB.....RRR B98 C99 O98 Q95 D97 E97 Q97  
7 7 0 .OOOCP...BCPAAQB.PDDQ...EEQ......RRR P99 C99 O98 Q95 D97 E97 Q97  
7 7 0 OOO........PAA...PDDQBCPEEQBC...QRRR C98 O97 Q94 B98 D97 E97 Q97  
7 7 0 ..OOOP....CPAAQBCPDDQB..EEQ......RRR P99 O99 B99 Q95 D97 E97 Q97  
7 7 0 ..OOOP...B.PAAQBCPDDQ.C.EEQ......RRR P99 O99 C99 Q95 D97 E97 Q97  
7 7 0 OOO.....Q.CPAAQ.CPDDQB.P.EEB....RRR. O97 R99 Q96 B98 D97 E98 Q97  
7 7 0 OOO........PAA..CPDDQBCPEEQB....QRRR C99 O97 Q94 B98 D97 E97 Q97  
7 7 0 .OOO.P....CPAAQ.CPDDQB..EEQB.....RRR P99 O98 B98 Q95 D97 E97 Q97  
7 7 0 ..OOOP....CPAA.BCPDDQB..EEQ.....QRRR P99 O99 Q94 B99 D97 E97 Q97  
7 7 0 OOO.C.....CPAA...PDDQB.PEEQB....QRRR C99 O97 Q94 B98 D97 E97 Q97  
7 7 0 ..OOO......PAA.B.PDDQBCPEEQ.C...QRRR C98 O99 Q94 B99 D97 E97 Q97  
7 7 0 .OOO.P..QBCPAAQBCPDDQ....EE.....RRR. P99 E98 R99 O98 Q96 D97 Q97  
7 7 0 .OOO....Q.CPAAQBCPDDQB.P.EE.....RRR. B99 E98 R99 O98 Q96 D97 Q97  
7 7 0 ..OOO......PAA.BCPDDQBCPEEQ.....QRRR C99 O99 Q94 B99 D97 E97 Q97  
7 7 0 ..OOOP...B.PAAQB.PDDQ.C.EEQ.C....RRR C98 P99 O99 Q95 D97 E97 Q97  
7 7 0 .OOOC...QBCPAAQB.PDDQ..P.EE.....RRR. C99 E98 R99 O98 Q96 D97 Q97  
7 7 0 .OOO.P...B.PAAQB.PDDQ.C.EEQ.C....RRR C98 P99 O98 Q95 D97 E97 Q97  
8 8 0 ..OOOP..Q.CPAAQ.CP..QDD....BEERRRB.. D98 B97 D99 P99 R97 Q98 E99 O99  
8 8 0 OOO.....Q..PAAQ.CPDDQBCP...BEE.RRR.. O97 B98 E99 R98 C99 Q96 D97 Q97  
8 8 0 .OOOCP...BCPAAQB.P..Q.DDEEQ....RRR.. D99 R98 C99 P99 O98 Q97 E97 Q98  
8 8 0 ..OOOP....CPAAQBCP..QBDDEEQ....RRR.. B99 D99 R98 P99 O99 Q97 E97 Q98  
8 8 0 OOO..P..QB.PAAQBCPDDQ.C..EE....RRR.. E98 P99 O97 R98 C99 Q96 D97 Q97  
8 8 0 OOO.....QB..AAQB.PDDQ..P..EECPRRR.C. O97 C97 Q96 D97 E99 R97 Q97 P99  
8 8 0 ..OOO.....CPAAQ.CP..QDDP..QBEERRRB.. O99 Q95 D96 B97 R97 D98 Q97 E99  
8 8 0 ..OOO...Q...AAQ..PDDQBCP.EEBCP...RRR B98 O99 P99 Q96 C98 D97 E98 Q97  
8 8 0 ..QOOO..Q...AAQ.....DDCP.EEBCPRRRB.P D95 P98 B97 R97 C98 D97 E98 Q97  
8 8 0 .OOOCP..Q.CPAAQ..P..QBDDEE.B..RRR... B98 C99 D99 E97 P99 O98 R97 Q98  
8 8 0 .OOOCP..Q.CPAAQB.P..QBDDEE....RRR... B99 C99 D99 E97 P99 O98 R97 Q98  
8 8 0 .OOOCP...BCP.AAB.PDDQ.....Q.EE..QRRR C99 E99 P99 A99 O98 Q94 D97 Q97  
8 8 0 ..OOOP...B.P.AABCPDDQ.C...Q.EE..QRRR C99 A99 P99 O99 Q94 D97 Q97 E99  
8 8 0 ..QOOO..Q...AAQ.....DDCPEE.BCPRRRB.P D97 B97 P98 C98 D98 E97 R97 Q97  
8 8 0 ...OOO..Q.C.AAQ.CP..QDDP.EEB.PRRRB.. Q96 D94 B97 E98 D97 R97 Q97 P99  
8 8 0 OOO.CP...BCP.AAB.PDDQ.....Q.EE..QRRR E99 P99 C99 A99 O97 Q94 D97 Q97  
8 8 0 .OOO.P..QB.PAAQBCPDDQ.C.....EE.RRR.. C99 P99 O98 R98 Q96 D97 Q97 E99  
8 8 0 OOO..P....CP.AABCPDDQB..EEQ.....QRRR A99 P99 O97 Q94 B99 D97 E97 Q97  
8 8 0 ..OOOP....CPAAQ.CP..QBDDEEQB...RRR.. B98 D99 R98 P99 O99 Q97 E97 Q98  
8 8 0 OOO.......C..AABCPDDQB.PEEQ..P..QRRR A99 P99 O97 Q94 B99 D97 E97 Q97  
8 8 0 OOO..P.....PAA.B.PDDQBC.EEQ.C...QRRR C98 P99 O97 Q94 B99 D97 E97 Q97  
8 8 0 OOO..P.....PAA.BCPDDQBC.EEQ.....QRRR C99 P99 O97 Q94 B99 D97 E97 Q97  
8 8 0 OOO........P.AAB.PDDQBCPEEQ.C...QRRR A99 C98 O97 Q94 B99 D97 E97 Q97  
8 8 0 ..OOO...Q.C.AAQBC.DDQB.PEE...P.RRR.P P98 E97 B99 R98 O99 Q96 D97 Q97  
8 8 0 ...OOO..Q...AAQBC.DDQBCP..EE.P.RRR.P B99 P98 E99 R98 C99 Q96 D97 Q97  
8 8 0 ...OOO..Q...AAQ.C.DDQBCP.EEB.P.RRR.P B98 P98 E98 R98 C99 Q96 D97 Q97  
8 8 0 OOOBC....BC.AAQ.....QDDPEEQ..PRRR..P B99 P98 Q97 E97 C99 O97 R97 Q98  
8 8 0 ..OOO...Q.C.AAQBCPDDQB.PEE...P.RRR.. P99 E97 B99 R98 O99 Q96 D97 Q97  
8 8 0 OOO.....QB..AAQBC.DDQ.CP..EE.P.RRR.P O97 P98 E99 R98 C99 Q96 D97 Q97  
8 8 0 ...OOO..Q...AAQ.CPDDQBCP.EEB.P.RRR.. B98 P99 E98 R98 C99 Q96 D97 Q97  
8 8 0 .OOO....QB..AAQBC.DDQ.CP..EE.P.RRR.P O98 P98 E99 R98 C99 Q96 D97 Q97  
8 8 0 OOO........P.AA.CPDDQBCP..QBEE..QRRR O97 B98 C99 A99 Q94 D97 Q97 E99  
8 8 0 OOO.....QB..AAQBCPDDQ.CPEE...P.RRR.. P99 E97 O97 R98 C99 Q96 D97 Q97  
8 8 0 .OOO....Q..PAAQBCPDDQBCPEE.....RRR.. O98 E97 B99 R98 C99 Q96 D97 Q97  
8 8 0 ...OOO..Q...AAQ.C.DDQBCPEE.B.P.RRR.P B98 E97 P98 R98 C99 Q96 D97 Q97  
8 8 0 OOO........P.AABCPDDQBCP..Q.EE..QRRR A99 E99 O97 Q94 B99 C99 D97 Q97  
8 8 0 ...OOO..Q...AAQ.CPDDQBCPEE.B.P.RRR.. B98 E97 P99 R98 C99 Q96 D97 Q97  
8 8 0 ...OOO...B..AAQB....QDDPEEQ.CPRRR.CP P98 Q95 D96 C97 D98 E97 R97 Q97  
8 8 0 ...OOO....C.AAQ.C...QDDPEEQB.PRRRB.P P98 Q95 D96 B97 D98 E97 R97 Q97  
8 8 0 .OOOCP..Q.CPAAQ..P..Q.DD...BEERRRB.. B97 R97 Q98 C99 D99 P99 O98 E99  
8 8 0 ..QOOO..Q...AAQ.C...DDCPEE.B.PRRRB.P D97 B97 P98 C99 D98 E97 R97 Q97  
8 8 0 OOOBC....BC....AAP..QDDPEEQ..P..QRRR A97 Q96 E97 Q98 B99 P99 C99 O97  
8 8 0 ...OOO..Q...AAQB.PDDQB.P..EECPRRR.C. B99 C97 Q96 D97 E99 R97 Q97 P99  
8 8 0 OOO..........AABCPDDQBCP..QEEP..QRRR O97 A99 P99 Q94 B99 C99 D97 Q97  
8 8 0 .OOO.P..QB.PAAQBCPDDQ.C.EE.....RRR.. P99 E97 O98 R98 C99 Q96 D97 Q97  
8 8 0 ..OOOP..QB.PAAQBCPDDQ.C.EE.....RRR.. P99 E97 O99 R98 C99 Q96 D97 Q97  
8 8 0 .OOO....Q..PAAQ.CPDDQBCPEE.B...RRR.. B98 E97 O98 R98 C99 Q96 D97 Q97  
8 8 0 ..OOO......P.AABCPDDQBCP..Q.EE..QRRR A99 E99 O99 Q94 B99 C99 D97 Q97  
8 8 0 ..OOOP...B.PAAQBCPDDQ.C...Q.EE..RRR. P99 E99 O99 Q95 R99 C99 D97 Q97  
8 8 0 OOO.........AAQBCPDDQBCP..QEEP..RRR. O97 B99 P99 Q95 R99 C99 D97 Q97  
8 8 0 OOOBC....BC..AA..P..QDDPEEQ..P..QRRR B99 C99 P99 A99 Q96 O97 E97 Q98  
8 8 0 OOO.C.....C..AAB.PDDQB.P..QEEP..QRRR B99 P99 C99 A99 O97 Q94 D97 Q97  
8 8 0 .OOO.P.....PAA.BCPDDQBC...Q.EE..QRRR P99 E99 O98 Q94 B99 C99 D97 Q97  
8 8 0 .OOO.......P.AABCPDDQBCP..Q.EE..QRRR A99 E99 O98 Q94 B99 C99 D97 Q97  
8 8 0 OOOBC....BC...AA.P..QDDPEEQ..P..QRRR A98 Q96 E97 Q98 B99 P99 C99 O97  
8 8 0 .OOO.P...B.PAAQBCPDDQ.C...Q.EE..RRR. P99 E99 O98 Q95 R99 C99 D97 Q97  
8 8 0 OOO..P...B.PAAQBCPDDQ.C...Q.EE..RRR. P99 E99 O97 Q95 R99 C99 D97 Q97  
8 8 0 OOOBCP..QBCPAAQ..P..Q.DD..EE...RRR.. B99 C99 D99 P99 R98 O97 E99 Q98  
8 8 0 .OOO........AAQBCPDDQBCP..QEEP..RRR. O98 B99 P99 Q95 R99 C99 D97 Q97  
8 8 0 .OOO.......PAAQ.CPDDQBCP..QBEE..RRR. B98 E99 O98 Q95 R99 C99 D97 Q97  
8 8 0 .OOO.......PAAQBCPDDQBCP..Q.EE..RRR. B99 E99 O98 Q95 R99 C99 D97 Q97  
8 8 0 OOO........PAAQBCPDDQBCP..Q.EE..RRR. O97 E99 B99 Q95 R99 C99 D97 Q97  
8 8 0 ..OOO.......AAQBC.DDQBCP..QEEP..RRRP B99 P98 O99 Q95 R99 C99 D97 Q97  
8 8 0 OOO.CP..Q.CPAAQB.P..QBDD..EE....RRR. B99 C99 R99 D99 P99 O97 E99 Q98  
8 8 0 OOO.CP..Q.CPAAQB.P..QBDD....EERRR... C99 R97 B99 Q98 D99 P99 E99 O97  
8 8 0 OOO.CP..Q.CPAAQ..P..QBDD...BEE..RRR. B98 C99 R99 Q98 D99 P99 E99 O97  
8 8 0 OOO.C.....CP.AA..PDDQB.P..QBEE..QRRR B98 E99 C99 A99 O97 Q94 D97 Q97  
8 8 0 OOO.CP..Q.CPAAQ..P..QBDD...BEERRR... C99 R97 B98 Q98 D99 P99 E99 O97  
8 8 0 OOO.CP..Q.CPAAQB.P..QBDD..EE...RRR.. B99 C99 D99 P99 R98 O97 E99 Q98  
8 8 0 OOOBC....BC.AAQ..P..QDDPEEQ..P..RRR. C99 Q97 B99 E97 O97 P99 R99 Q98  
8 8 0 OOO.CP..Q.CPAAQB.P..QBDD..EE..RRR... C99 R97 B99 D99 P99 O97 E99 Q98  
8 8 0 OOOB.....B...AA.CPDDQ.CP..QEEP..QRRR C99 P99 B99 A99 O97 Q94 D97 Q97  
8 8 0 OOO.CP...BCP.AAB.P..Q.DDEEQ.....QRRR A99 Q96 E97 Q98 D99 P99 C99 O97  
8 8 0 OOO.CP..Q.CPAAQB.P..QBDD.EE...RRR... E98 R97 B99 Q98 D99 P99 C99 O97  
8 8 0 OOO.CP..Q.CPAAQ..P..QBDD.EEB...RRR.. C99 R98 B98 D99 P99 O97 E98 Q98  
8 8 0 .OOO....QB..AAQB.PDDQ..P..EECPRRR.C. O98 C97 Q96 D97 E99 R97 Q97 P99  
8 8 0 ..OOO...QB..AAQB.PDDQ..P..EECPRRR.C. O99 C97 Q96 D97 E99 R97 Q97 P99  
8 8 0 OOO..P....CP.AABCPDDQB....Q.EE..QRRR P99 E99 B99 A99 O97 Q94 D97 Q97  
8 8 0 OOOBCP..QBCPAAQ..P..Q.DD..EE..RRR... C99 R97 B99 D99 P99 O97 E99 Q98  
8 8 0 OOO.........AAQBCPDDQBCP..QEEPRRR... O97 B99 C99 Q95 D97 R97 Q97 P99  
8 8 0 OOO.CP....CPAAQB.P..QBDD..Q.EE.RRR.. R98 Q99 B99 D99 P99 E99 C99 O97  
8 8 0 OOO.CP..Q.CPAAQ..P..QBDDEE.B....RRR. B98 E97 R99 Q98 D99 P99 C99 O97  
8 8 0 OOO.CP....CPAAQB.P..QBDD..Q.EERRR... R97 Q99 B99 D99 P99 E99 C99 O97  
8 8 0 OOO.CP....CPAAQB.P..QBDD..Q.EE..RRR. R99 Q99 B99 D99 P99 E99 C99 O97  
8 8 0 OOO.CP...BCPAAQB.P..Q.DDEEQ.....RRR. Q97 E97 R99 Q98 D99 P99 C99 O97  
8 8 0 OOOB.P...BCP.AA.CPDDQ.....Q.EE..QRRR P99 E99 B99 A99 O97 Q94 D97 Q97  
8 8 0 ..OOOP....CPAAQ.CP..QDD...QBEERRRB.. D98 B97 D99 P99 E99 R97 Q99 O99  
8 8 0 OOOBCP..QBCPAAQ..P..Q.DDEE....RRR... E97 R97 B99 Q98 D99 P99 C99 O97  
8 8 0 OOO.CP..Q.CPAAQB.P..QBDDEE....RRR... E97 R97 B99 Q98 D99 P99 C99 O97  
8 8 0 OOOBCP...BCPAAQ..P..QDD.EEQ...RRR... C99 Q97 E97 P99 B99 O97 R97 Q98  
8 8 0 ..OOOP....CPAAQ.CP..Q.DDEEQB..RRRB.. B97 D99 R97 P99 O99 Q97 E97 Q98  
8 8 0 .OOO.P....CP.AA.CPDDQB....QBEE..QRRR B98 E99 P99 A99 O98 Q94 D97 Q97  
8 8 0 OOOBC....BC.AAQ.....QDDPEEQ..P..RRRP B99 C99 O97 P98 R99 Q97 E97 Q98  
8 8 0 OOOBC....BC.AAQ..P..QDDPEEQ..PRRR... C99 Q97 E97 P99 B99 O97 R97 Q98  
8 8 0 .OOO.P....CP.AABCPDDQB....Q.EE..QRRR B99 E99 P99 A99 O98 Q94 D97 Q97  
8 8 0 OOO.C...QBC.AAQB.PDDQ..P.EE..PRRR... C99 E98 O97 Q96 D97 R97 Q97 P99  
8 8 0 OOOBCP..QBCPAAQ..P..Q.DD.EE...RRR... E98 R97 B99 Q98 D99 P99 C99 O97  
8 8 0 OOO.....Q.C.AAQ.CPDDQ..P.EEB.PRRRB.. B97 E98 O97 Q96 D97 R97 Q97 P99  
8 8 0 OOOB....QBC.AAQ.CPDDQ..P.EE..PRRR... B99 E98 O97 Q96 D97 R97 Q97 P99  
8 8 0 OOOB.P...BCPAAQ.CP..Q.DDEEQ...RRR... D99 Q97 E97 P99 B99 O97 R97 Q98  
8 8 0 .OOOCP..Q.CPAAQB.P..QBDD..EE...RRR.. B99 C99 R98 D99 P99 O98 E99 Q98  
8 8 0 OOOB.P...BCP.AA.CP..Q.DDEEQ.....QRRR A99 D99 B99 P99 Q96 O97 E97 Q98  
8 8 0 .OOO.P....CPAAQ.CP..QBDDEEQB..RRR... B98 D99 R97 P99 O98 Q97 E97 Q98  
8 8 0 .OOO.P....CPAAQBCP..QBDDEEQ...RRR... B99 D99 R97 P99 O98 Q97 E97 Q98  
8 8 0 OOOBCP...BCPAAQ..P..Q.DD..Q.EERRR... R97 Q99 B99 D99 P99 E99 C99 O97  
8 8 0 OOO.....Q...AAQBCPDDQBCP...EEPRRR... C99 O97 B99 Q96 D97 R97 Q97 P99  
8 8 0 OOO.C...Q.C.AAQB.PDDQB.P...EEPRRR... C99 O97 B99 Q96 D97 R97 Q97 P99  
8 8 0 OOOBCP...BCPAAQ..P..Q.DD..Q.EE.RRR.. R98 Q99 B99 D99 P99 E99 C99 O97  
8 8 0 OOOB.P...BCP..AACP..Q.DDEEQ.....QRRR A98 D99 B99 P99 Q96 O97 E97 Q98  
8 8 0 OOO.....QB..AAQBCPDDQ.CP.EE..PRRR... O97 E98 C99 Q96 D97 R97 Q97 P99  
8 8 0 .OOO....QB..AAQBCPDDQ.CP.EE..PRRR... O98 E98 C99 Q96 D97 R97 Q97 P99  
8 8 0 OOOBCP...BCPAAQ..P..Q.DD..Q.EE..RRR. R99 Q99 B99 D99 P99 E99 C99 O97  
8 8 0 ..OOO...QB..AAQBCPDDQ.CP.EE..PRRR... O99 E98 C99 Q96 D97 R97 Q97 P99  
8 8 0 ...OOO..Q...AAQ..PDDQBCPEE.BCPRRR... C98 Q96 B98 E97 D97 R97 Q97 P99  
8 8 0 OOO.CP..Q.CPAAQ..P..Q.DD...BEERRRB.. B97 D99 E99 P99 C99 O97 R97 Q98  
8 8 0 OOOBCP...BCP..AA.P..QDD.EEQ.....QRRR C99 A98 B99 P99 Q96 O97 E97 Q98  
8 8 0 OOOBCP..QBCPAAQ..P..Q.DD....EE.RRR.. B99 D99 P99 R98 Q98 E99 C99 O97  
8 8 0 OOO.CP....CPAA.B.P..QBDDEEQ.....QRRR B99 Q96 E97 Q98 D99 P99 C99 O97  
8 8 0 .OOO.P....CP.AABCP..QBDDEEQ.....QRRR B99 D99 A99 P99 Q96 O98 E97 Q98  
8 8 0 .OOO....Q.C.AAQ.CPDDQB.PEE.B.PRRR... O98 Q96 B98 E97 D97 R97 Q97 P99  
8 8 0 ..OOO...Q.C.AAQ.CPDDQB.PEE.B.PRRR... O99 Q96 B98 E97 D97 R97 Q97 P99  
8 8 0 .OOOCP..Q.CPAAQB.P..QBDD..EE..RRR... C99 R97 B99 D99 P99 O98 E99 Q98  
8 8 0 OOO.C...QBC.AAQB.PDDQ..PEE...PRRR... C99 E97 O97 Q96 D97 R97 Q97 P99  
8 8 0 OOO.....Q.C.AAQ.CPDDQ..PEE.B.PRRRB.. B97 E97 O97 Q96 D97 R97 Q97 P99  
