0 0 0 .BCCDE.B.FDE.AAF.G..HH.G...I.....I..  
1 1 0 .BCC.E.B.FDE.AAFDG..HH.G...I.....I.. D99  
1 1 0 .BCC.E.B.F.E.AAF.G..HHDG...ID....I.. D97  
1 1 0 .BCCDE.B.FDE.AAF....HH.....I.G...I.G G98  
1 1 0 .BCCDE.B.FDE.AAF.GHH...G...I.....I.. H98  
1 1 0 .BCCDE.B.FDE.AAF....HH.G...I.G...I.. G99  
1 1 0 .BCC.E.B.F.E.AAFDG..HHDG...I.....I.. D98  
1 1 0 .BCCDE.B.FDEAA.F.G..HH.G...I.....I.. A99  
1 1 0 .BCC.E.B.F.E.AAF.G..HH.G...ID....ID. D96  
1 1 0 .BCCDE.B.FDE.AAF.G.HH..G...I.....I.. H99  
1 1 0 .BCCDE.B.FDE.AAF.G...HHG...I.....I.. H99  
2 2 0 .BCC.E.B.FDE.AAFDG.HH..G...I.....I.. H99 D99  
2 2 0 .BCC.E.B.FDE.AAFDGHH...G...I.....I.. H98 D99  
2 2 0 .BCCDE.B.FDE.AAF..HH.......I.G...I.G H98 G98  
2 2 0 .BCCDE.B..DE.AAF.GHH.F.G...I.....I.. F99 H98  
2 2 0 .BCCDE.B.FDE.AAF.G.HHI.G...I........ I99 H99  
2 2 0 .BCCDE.B..DE.AAF.G.HHF.G...I.....I.. F99 H99  
2 2 0 .BCC.E.B.F.E.AAF.GHH...G...ID....ID. D96 H98  
2 2 0 .BCC.E.B.FDE.AAFDG...HHG...I.....I.. H99 D99  
2 2 0 .BCC.E.B.F.E.AAFDGHH..DG...I.....I.. D98 H98  
2 2 0 .BCCDE.B.FDE.AAF...HH......I.G...I.G H99 G98  
2 2 0 .BCC.E.B.FDE.AAFD...HH.....I.G...I.G G98 D99  
2 2 0 .BCC.E.B.F.E.AAF.GHH..DG...ID....I.. H98 D97  
2 2 0 .BCCDE.B.FDE.AAF......HH...I.G...I.G H98 G98  
2 2 0 .BCCDE.B.FDE.AAF.....HH....I.G...I.G H99 G98  
2 2 0 .BCC.E.B.FDE.AAFD...HH.G...I.G...I.. G99 D99  
2 2 0 .BCCDE.B.FDEAA.F....HH.....I.G...I.G A99 G98  
2 2 0 .BCCD..B.FD..AAF.E..HH.E...I.G...I.G E98 G98  
2 2 0 .BCC.E.B.FDEAA.FDG..HH.G...I.....I.. A99 D99  
2 2 0 .BCCD..B.FDE.AAF.E..HH.....I.G...I.G E99 G98  
2 2 0 .BCCDE.B.FDE.AAF.GHH.I.G...I........ I99 H98  
2 2 0 .BCC.E.B.F.E.AAF.G.HH..G...ID....ID. H99 D96  
2 2 0 .BCC.E.B.F.E.AAF....HH.....IDG...IDG D96 G98  
2 2 0 .BCC.E.B.F.E.AAF.G...HHG...ID....ID. H99 D96  
2 2 0 .B.CCE.B.FDE.AAFDG..HH.G...I.....I.. C99 D99  
2 2 0 .BCC.E.B.F.E.AAFD...HHD....I.G...I.G D98 G98  
2 2 0 .B.CCE.B.F.E.AAF.G..HH.G...ID....ID. C99 D96  
2 2 0 .BCCDE.B.FDEAA.F.G...HHG...I.....I.. H99 A99  
2 2 0 .BCC.E.B.F.E.AAF.G.HH.DG...ID....I.. H99 D97  
2 2 0 .BCC.E.B.F.EAA.F.G..HH.G...ID....ID. D96 A99  
2 2 0 .BCC.E.B.F.EAA.FDG..HHDG...I.....I.. A99 D98  
2 2 0 .BCC.E.B.F.E.AAF....HHD....IDG...I.G G98 D97  
2 2 0 .BCCDE.B.FDE.AAF.....HHG...I.G...I.. H99 G99  
2 2 0 .B.CCE.B.F.E.AAFDG..HHDG...I.....I.. C99 D98  
2 2 0 .BCCDE.B.FDEAA.F.G.HH..G...I.....I.. H99 A99  
2 2 0 .BCCDE.B.FDE.AAF...HH..G...I.G...I.. H99 G99  
2 2 0 .BCC.E.B.F.E.AAF....HHDG...IDG...I.. G99 D97  
2 2 0 .BCCDE.B.FDEAA.F....HH.G...I.G...I.. A99 G99  
2 2 0 .BCCD..B.FDE.AAF.E..HH.G...I.G...I.. E99 G99  
2 2 0 .BCC.E.B.F.EAA.F.G..HHDG...ID....I.. A99 D97  
2 2 0 .BCC.E.B.F.E.AAF....HH.G...IDG...ID. D96 G99  
2 2 0 .BCC.E.B.F.E.AAFDG.HH.DG...I.....I.. H99 D98  
2 2 0 .BCC.E.B.F.E.AAFD...HHDG...I.G...I.. D98 G99  
2 2 0 .B.CCE.B.F.E.AAF.G..HHDG...ID....I.. C99 D97  
2 2 0 .BCCDE.B.FDE.AAF..HH...G...I.G...I.. G99 H98  
2 2 0 .BCCDE.B.FDEAA.F.GHH...G...I.....I.. A99 H98  
12 12 0 CC..D.....DE.AAF.E.HHF...B.I.G.B.I.G D94 C94 F97 H99 A96 B96 A98 F99 C98 D97 E99 G98  
12 12 0 CC.F.....FD..AA.DE.HH..E.B.I.G.B.I.G F97 C94 H99 F98 A98 B96 A99 F99 C98 E98 G98 D99  
12 12 0 ...CCE...FDEAA.FD..HH..G.B.I.G.B.I.. E98 H99 C97 F98 A97 B96 A99 F99 C98 E99 G99 D99  
12 12 0 .CC..E....DE.AAFD.HH.F.G.B.I.G.B.I.. E98 C95 F97 H98 A98 B96 A99 F99 C98 E99 G99 D99  
12 12 0 CC.F.E...FDE.AA.D...HH...B.I.G.B.I.G F97 E96 C94 F98 A98 B96 A99 F99 C98 E98 G98 D99  
12 12 0 ...CCE....DEAA.FD..B.FHH.B.I.G...I.G E98 C97 F97 A97 B97 H98 A99 F99 C98 E99 G98 D99  
12 12 0 CC.F.....FD...AADE..HH.E.B.I.G.B.I.G A97 F97 C94 F98 A98 B96 A99 F99 C98 E98 G98 D99  
12 12 0 ...CC....F..AA.FDE.HHIDE.B.I.G.B...G I99 H99 C97 F98 A97 B96 A99 F99 C98 D98 E98 G98  
12 12 0 ...CCE...FDEAA.FD.HH...G.B.I.G.B.I.. E98 H98 C97 F98 A97 B96 A99 F99 C98 E99 G99 D99  
12 12 0 ..CC.....F..AA.FDEHH.IDE.B.I.G.B...G I99 H98 C96 F98 A97 B96 A99 F99 C98 D98 E98 G98  
12 12 0 CC.......F.E.AAF.E...IHH.B.IDG.B..DG C94 F98 A98 B96 I99 A99 H98 F99 C98 D96 E99 G98  
12 12 0 ...CCE.....EAA.F..HH.FD..B.IDG.B.I.G E98 C97 F97 A95 H98 B96 A98 F99 C98 D97 E99 G98  
12 12 0 CC.F.....FDE.AA.DE.HH....B.I.G.B.I.G F97 C94 H99 F98 A98 B96 A99 F99 C98 E99 G98 D99  
12 12 0 ...CCE....DE.AAFD.HH.F.G.B.I.G.B.I.. E98 C97 F97 H98 A98 B96 A99 F99 C98 E99 G99 D99  
12 12 0 ...CCE...FDEAA.FDG..HH.G.B.I...B.I.. G98 E98 C97 F98 A97 B96 A99 F99 C98 E99 G99 D99  
12 12 0 .CCFD....FD.AA...E..HH.E.B.I.G.B.I.G F97 D96 C95 F98 A97 B96 A99 F99 C98 D98 E98 G98  
12 12 0 ..CC.E...F.EAA.FD..HH.D..B.I.G.B.I.G E96 H99 C96 F98 A97 B96 A99 F99 C98 D98 E98 G98  
12 12 0 ...CCE...FDE.AAFDG.BHH.G.B.I.....I.. G96 E96 C97 F98 A98 B97 A99 F99 C98 E98 G98 D99  
12 12 0 ..CC.E...FDEAA.FD..B..HH.B.I.G...I.G E98 H98 C96 F98 A97 B97 A99 F99 C98 E99 G98 D99  
12 12 0 ..CC.E.....EAA.F..HH.FD..B.IDG.B.I.G E98 C96 F97 A95 H98 B96 A98 F99 C98 D97 E99 G98  
12 12 0 CC.F.....FD.AA..DEHH...E.B.I.G.B.I.G F95 C94 F97 H98 A97 B96 A99 F99 C98 E98 G98 D99  
12 12 0 .CC......F..AA.FDEHH.IDE.B.I.G.B...G I99 H98 C95 F98 A97 B96 A99 F99 C98 D98 E98 G98  
12 12 0 ..CC.E...FDE.AAFDG.BHH.G.B.I.....I.. G96 E96 C96 F98 A98 B97 A99 F99 C98 E98 G98 D99  
12 12 0 .CC..E...F.EAA.FD..HH.D..B.I.G.B.I.G E96 H99 C95 F98 A97 B96 A99 F99 C98 D98 E98 G98  
12 12 0 CC.F.....FDE.AA.DE...HHG.B.I.G.B.I.. F97 C94 F98 A98 H99 B96 A99 F99 C98 E99 G99 D99  
12 12 0 .CCF.....FDE.AA.DE.B..HH.B.I.G...I.G F95 C95 F97 A98 B97 H98 A99 F99 C98 E99 G98 D99  
12 12 0 .CCF.E...FDE.AA.D..BHH...B.I.G...I.G F97 E98 C95 F98 A98 B97 A99 F99 C98 E99 G98 D99  
12 12 0 ..CC.E....DE.AAFD..HHF.G.B.I.G.B.I.. E98 C96 F97 A98 H99 B96 A99 F99 C98 E99 G99 D99  
12 12 0 ..CC.....FDE.AAFDEHH.I...B.I.G.B...G I99 H98 C96 F98 A98 B96 A99 F99 C98 E99 G98 D99  
12 12 0 ..CC.E....DE.AAFD..B.FHH.B.I.G...I.G E98 C96 F97 A98 B97 H98 A99 F99 C98 E99 G98 D99  
12 12 0 ...CCE....DE.AAFD..B.FHH.B.I.G...I.G E98 C97 F97 A98 B97 H98 A99 F99 C98 E99 G98 D99  
12 12 0 .CCF.....FDE..AADE..HH...B.I.G.B.I.G A97 F97 C95 F98 A98 B96 A99 F99 C98 E99 G98 D99  
12 12 0 CC.......FD.AA.FDEHH.I.E.B.I.G.B...G I99 C94 F98 H98 A97 B96 A99 F99 C98 E98 G98 D99  
12 12 0 ..CC.E...FDEAA.FDG.BHH.G.B.I.....I.. G96 E98 C96 F98 A97 B97 A99 F99 C98 E99 G98 D99  
12 12 0 .CC..E....DE.AAFD..HHF.G.B.I.G.B.I.. E98 C95 F97 A98 H99 B96 A99 F99 C98 E99 G99 D99  
12 12 0 ...CC....FDE.AAFDEHH.I...B.I.G.B...G I99 H98 C97 F98 A98 B96 A99 F99 C98 E99 G98 D99  
12 12 0 .CC.D....FDE.AAF.E.B..HH.B.I.G...I.G D98 H98 C95 F98 A98 B97 A99 F99 C98 E99 G98 D99  
12 12 0 CC.F.....F.E...AAE.BHH.G.B.IDG...ID. A94 F97 C94 F98 A97 B97 A99 F99 C98 D96 E99 G99  
12 12 0 ...CCE...FDE.AAFD..B.HHG.B.I.G...I.. E98 H99 C97 F98 A98 B97 A99 F99 C98 E99 G99 D99  
12 12 0 ...CCE....DE.AAFD..HHF.G.B.I.G.B.I.. E98 C97 F97 A98 H99 B96 A99 F99 C98 E99 G99 D99  
12 12 0 .CC......FDE.AAFDE.HHI...B.I.G.B...G C95 I99 H99 F98 A98 B96 A99 F99 C98 E99 G98 D99  
12 12 0 CC...E....DEAA.FD....FHH.B.I.G.B.I.G E98 C94 F97 A97 B96 H98 A99 F99 C98 E99 G98 D99  
12 12 0 CC.F.....FDE.AA.DE.HH..G.B.I.G.B.I.. F97 H99 C94 F98 A98 B96 A99 F99 C98 E99 G99 D99  
12 12 0 ..CCD.....DEAA.F.E...FHH.B.I.G.B.I.G D98 C96 F97 A97 B96 H98 A99 F99 C98 E99 G98 D99  
12 12 0 CC.......F..AA.FDE.HHIDE.B.I.G.B...G C94 F98 I99 H99 A97 B96 A99 F99 C98 D98 E98 G98  
12 12 0 .CC..E....DE.AAFD....FHH.B.I.G.B.I.G E98 C95 F97 A98 B96 H98 A99 F99 C98 E99 G98 D99  
12 12 0 ..CC.E....DE.AAFD....FHH.B.I.G.B.I.G E98 C96 F97 A98 B96 H98 A99 F99 C98 E99 G98 D99  
12 12 0 ...CCE...FDEAA.FDG.BHH.G.B.I.....I.. G96 E98 C97 F98 A97 B97 A99 F99 C98 E99 G98 D99  
12 12 0 ...CCE....DE.AAFD....FHH.B.I.G.B.I.G E98 C97 F97 A98 B96 H98 A99 F99 C98 E99 G98 D99  
12 12 0 CC.F.....F.E.AA..E....HH.B.IDG.B.IDG F95 C94 F97 A98 B96 A99 H98 F99 C98 D96 E99 G98  
12 12 0 CC.F.....FDE.AA.DE....HH.B.I.G.B.I.G F95 C94 F97 A98 B96 H98 A99 F99 C98 E99 G98 D99  
12 12 0 .CCF.....FDE.AA.DE.B.HHG.B.I.G...I.. F97 H99 C95 F98 A98 B97 A99 F99 C98 E99 G99 D99  
12 12 0 ..CC.E...FDE.AAFD..B.HHG.B.I.G...I.. E98 H99 C96 F98 A98 B97 A99 F99 C98 E99 G99 D99  
12 12 0 CC.F.....FDEAA..DE.B..HH.B.I.G...I.G F97 C94 F98 A97 B97 H98 A99 F99 C98 E99 G98 D99  
12 12 0 CC.F.....FDE.AA.DEHH.....B.I.G.B.I.G F97 C94 F98 A98 H98 B96 A99 F99 C98 E99 G98 D99  
12 12 0 .CCF.E...FDE.AA.D..BHH.G.B.I.G...I.. F97 E98 C95 F98 A98 B97 A99 F99 C98 E99 G99 D99  
12 12 0 .CCF.....FDEAA..DE....HH.B.I.G.B.I.G F95 C95 F97 A97 B96 H98 A99 F99 C98 E99 G98 D99  
12 12 0 .CCF.....F.E.AA..E....HH.B.IDG.B.IDG F95 C95 F97 A98 B96 A99 H98 F99 C98 D96 E99 G98  
12 12 0 .CCF.....F.EAA...E....HH.B.IDG.B.IDG F97 C95 F98 A97 B96 A99 H98 F99 C98 D96 E99 G98  
12 12 0 .CC......FDE.AAFDEHH.I...B.I.G.B...G C95 I99 F98 A98 H98 B96 A99 F99 C98 E99 G98 D99  
12 12 0 CC...E...F.EAA.F......HH.B.IDG.B.IDG E98 C94 F98 A97 B96 A99 H98 F99 C98 D96 E99 G98  
12 12 0 ..CC.E.....E.AAF.....FHH.B.IDG.B.IDG E98 C96 F97 A98 B96 A99 H98 F99 C98 D96 E99 G98  
12 12 0 ...CCE.....E.AAF.....FHH.B.IDG.B.IDG E98 C97 F97 A98 B96 A99 H98 F99 C98 D96 E99 G98  
12 12 0 ..CC.E....DEAA.FD....FHH.B.I.G.B.I.G E98 C96 F97 A97 B96 H98 A99 F99 C98 E99 G98 D99  
12 12 0 ..CC.E...F.EAA.F......HH.B.IDG.B.IDG E98 C96 F98 A97 B96 A99 H98 F99 C98 D96 E99 G98  
12 12 0 CC...E...FDE.AAFD.HH...G.B.I.G.B.I.. H98 E98 C94 F98 A98 B96 A99 F99 C98 E99 G99 D99  
12 12 0 .CC..E...F.EAA.F......HH.B.IDG.B.IDG E98 C95 F98 A97 B96 A99 H98 F99 C98 D96 E99 G98  
12 12 0 CC.F.E...FDE.AA.D...HH.G.B.I.G.B.I.. E98 F97 C94 F98 A98 B96 A99 F99 C98 E99 G99 D99  
12 12 0 CC.F.....FDE.AA.DEHH...G.B.I.G.B.I.. H98 F97 C94 F98 A98 B96 A99 F99 C98 E99 G99 D99  
12 12 0 ...CCE....DEAA.FD....FHH.B.I.G.B.I.G E98 C97 F97 A97 B96 H98 A99 F99 C98 E99 G98 D99  
12 12 0 ...CCE...F.EAA.F......HH.B.IDG.B.IDG E98 C97 F98 A97 B96 A99 H98 F99 C98 D96 E99 G98  
12 12 0 ..CC.....FDEAA.FDEHH.I...B.I.G.B...G C96 F98 I99 H98 A97 B96 A99 F99 C98 E99 G98 D99  
12 12 0 .CC.D....FDEAA.F.E....HH.B.I.G.B.I.G D98 C95 F98 A97 B96 H98 A99 F99 C98 E99 G98 D99  
12 12 0 .CC..E...FDEAA.FDG.BHH.G.B.I.....I.. G96 E98 C95 F98 A97 B97 A99 F99 C98 E99 G98 D99  
12 12 0 .CC..E...FDEAA.FD..B.HH..B.I.G...I.G H99 E98 C95 F98 A97 B97 A99 F99 C98 E99 G98 D99  
12 12 0 ...CCE....DEAA.FD.HH.F...B.I.G.B.I.G E96 C97 F97 H98 A97 B96 A99 F99 C98 E98 G98 D99  
12 12 0 .CCF.....FDE..AADE.BHH.G.B.I.G...I.. A97 F97 C95 F98 A98 B97 A99 F99 C98 E99 G99 D99  
12 12 0 ..CC.E...FDEAA.FD.....HH.B.I.G.B.I.G E98 C96 F98 A97 B96 H98 A99 F99 C98 E99 G98 D99  
12 12 0 ...CCE...FDEAA.FD.....HH.B.I.G.B.I.G E98 C97 F98 A97 B96 H98 A99 F99 C98 E99 G98 D99  
12 12 0 CC.......FDE.AAFDEHH.I.G.B.I.G.B.... I99 H98 C94 F98 A98 B96 A99 F99 C98 E99 G99 D99  
12 12 0 CC...E....DE.AAFD..HHF.G.B.I.G.B.I.. E98 C94 F97 A98 H99 B96 A99 F99 C98 E99 G99 D99  
12 12 0 CC.F.....FDE.AA.DE.B..HH.B.I.G...I.G F95 C94 F97 A98 B97 H98 A99 F99 C98 E99 G98 D99  
12 12 0 .CC..E...FDEAA.FD..B..HH.B.I.G...I.G H98 E98 C95 F98 A97 B97 A99 F99 C98 E99 G98 D99  
12 12 0 .CCF.....FDE.AA.DE.B.HH..B.I.G...I.G H99 F97 C95 F98 A98 B97 A99 F99 C98 E99 G98 D99  
12 12 0 CC...E....DE.AAFD.HH.F.G.B.I.G.B.I.. E98 C94 F97 H98 A98 B96 A99 F99 C98 E99 G99 D99  
12 12 0 CC..D.....DE.AAF.E.B.FHH.B.I.G...I.G D98 C94 F97 A98 B97 H98 A99 F99 C98 E99 G98 D99  
12 12 0 CC...E....DE.AAFD..B.FHH.B.I.G...I.G E98 C94 F97 A98 B97 H98 A99 F99 C98 E99 G98 D99  
12 12 0 CC..DE...FDEAA.F...BHH.G.B.I.G...I.. D92 E98 C94 F98 A97 B97 A99 F99 C98 D96 E99 G99  
12 12 0 CC...E...F.EAA.F...B.HHG.B.IDG...ID. H99 E98 C94 F98 A97 B97 A99 F99 C98 D96 E99 G99  
12 12 0 ..CC.E...FDEAA.FD.HH.....B.I.G.B.I.G E96 C96 F98 H98 A97 B96 A99 F99 C98 E98 G98 D99  
12 12 0 ..CC.E....DEAA.FD.HH.F...B.I.G.B.I.G E96 C96 F97 H98 A97 B96 A99 F99 C98 E98 G98 D99  
12 12 0 CC...E...F.EAA.F.G.BHH.G.B.ID....ID. G98 E98 C94 F98 A97 B97 A99 F99 C98 D96 E99 G99  
12 12 0 ...CC....FDEAA.FDEHH.I...B.I.G.B...G C97 F98 I99 H98 A97 B96 A99 F99 C98 E99 G98 D99  
12 12 0 .CC......FD.AA.FDEHH.I.E.B.I.G.B...G I99 C95 F98 H98 A97 B96 A99 F99 C98 E98 G98 D99  
12 12 0 .CCF.....FD.AA..DEHH...E.B.I.G.B.I.G F97 C95 F98 H98 A97 B96 A99 F99 C98 E98 G98 D99  
12 12 0 ...CCE...FDEAA.FD.HH.....B.I.G.B.I.G E96 C97 F98 H98 A97 B96 A99 F99 C98 E98 G98 D99  
12 12 0 .CC..E.....EAA.F..HH.FD..B.IDG.B.I.G E98 C95 F97 A95 H98 B96 A98 F99 C98 D97 E99 G98  
12 12 0 ..CC.....FD.AA.FDEHH.I.E.B.I.G.B...G I99 C96 F98 H98 A97 B96 A99 F99 C98 E98 G98 D99  
12 12 0 CC...E...FDE.AAFD..B..HH.B.I.G...I.G E98 C94 F98 A98 B97 H98 A99 F99 C98 E99 G98 D99  
12 12 0 ..CCD....FD.AA.F.E...HHE.B.I.G.B.I.G H99 D96 C96 F98 A97 B96 A99 F99 C98 D98 E98 G98  
12 12 0 .CC..E....DEAA.FD.HH.F...B.I.G.B.I.G E96 C95 F97 H98 A97 B96 A99 F99 C98 E98 G98 D99  
12 12 0 ...CC....FD.AA.FDEHH.I.E.B.I.G.B...G I99 C97 F98 H98 A97 B96 A99 F99 C98 E98 G98 D99  
12 12 0 .CC..E.....E.AAF.....FHH.B.IDG.B.IDG E98 C95 F97 A98 B96 A99 H98 F99 C98 D96 E99 G98  
12 12 0 .CC.D.....DEAA.F.E...FHH.B.I.G.B.I.G D98 C95 F97 A97 B96 H98 A99 F99 C98 E99 G98 D99  
12 12 0 .CCF.....FD...AADE.BHH.E.B.I.G...I.G A95 F97 C95 F98 A97 B97 A99 F99 C98 E98 G98 D99  
12 12 0 CC..D.....DEAA.F.E.B.FHH.B.I.G...I.G D98 C94 F97 A97 B97 H98 A99 F99 C98 E99 G98 D99  
12 12 0 ...CCE.....EAA.F...HHFD..B.IDG.B.I.G E98 C97 F97 H99 A95 B96 A98 F99 C98 D97 E99 G98  
12 12 0 CC..D....FDEAA.F.E.B.HHG.B.I.G...I.. D98 C94 F98 A97 B97 A99 H99 F99 C98 E99 G99 D99  
12 12 0 .CC..E...FDEAA.FD..HH..G.B.I.G.B.I.. H99 E98 C95 F98 A97 B96 A99 F99 C98 E99 G99 D99  
12 12 0 .CC..E....DEAA.FD....FHH.B.I.G.B.I.G E98 C95 F97 A97 B96 H98 A99 F99 C98 E99 G98 D99  
12 12 0 .CC..E...FDE.AAFD..HH....B.I.G.B.I.G H99 E98 C95 F98 A98 B96 A99 F99 C98 E99 G98 D99  
12 12 0 CC.F.....F..AA..DE.HH.DE.B.I.G.B.I.G F97 C94 H99 F98 A97 B96 A99 F99 C98 D98 E98 G98  
12 12 0 .CC.D....FDE.AAF.E....HH.B.I.G.B.I.G H98 D98 C95 F98 A98 B96 A99 F99 C98 E99 G98 D99  
12 12 0 .CCF.....FD.AA..DE.B.HHE.B.I.G...I.G H99 F97 C95 F98 A97 B97 A99 F99 C98 E98 G98 D99  
12 12 0 CC...E.....E.AAF...HHF...B.IDG.B.IDG E96 C94 F97 H99 A98 B96 A99 F99 C98 D96 E98 G98  
12 12 0 CC...E....DEAA.FD..B.FHH.B.I.G...I.G E98 C94 F97 A97 B97 H98 A99 F99 C98 E99 G98 D99  
12 12 0 CC.F.....F.E...AAE..HHD..B.IDG.B.I.G A94 F97 C94 F98 A96 B96 A98 F99 C98 D97 E99 G98  
12 12 0 CC.F.....FDE..AADE..HH...B.I.G.B.I.G A97 F97 C94 F98 A98 B96 A99 F99 C98 E99 G98 D99  
12 12 0 .CC.D....FDE.AAF.E...HH..B.I.G.B.I.G H99 D98 C95 F98 A98 B96 A99 F99 C98 E99 G98 D99  
12 12 0 CC.F.....F.E..AA.E..HHD..B.IDG.B.I.G A95 F97 C94 F98 A96 B96 A98 F99 C98 D97 E99 G98  
12 12 0 .CCF.....FDE.AA.DE...HHG.B.I.G.B.I.. F97 C95 F98 A98 H99 B96 A99 F99 C98 E99 G99 D99  
12 12 0 .CC.D.....DEAA.F.E.B.FHH.B.I.G...I.G D98 C95 F97 A97 B97 H98 A99 F99 C98 E99 G98 D99  
12 12 0 CC.......FD..AAFDEHH.I.E.B.I.G.B...G C94 I99 F98 H98 A98 B96 A99 F99 C98 E98 G98 D99  
12 12 0 ..CC.E.....EAA.F...HHFD..B.IDG.B.I.G E98 C96 F97 H99 A95 B96 A98 F99 C98 D97 E99 G98  
12 12 0 .CC..E....DEAA.FD..B.FHH.B.I.G...I.G E98 C95 F97 A97 B97 H98 A99 F99 C98 E99 G98 D99  
12 12 0 ..CC.E...FDE.AAFD....HHG.B.I.G.B.I.. E98 C96 F98 A98 H99 B96 A99 F99 C98 E99 G99 D99  
12 12 0 CC..D.....DE.AAF.EHH.F...B.I.G.B.I.G D94 C94 F97 A96 H98 B96 A98 F99 C98 D97 E99 G98  
12 12 0 ...CCE...FDE.AAFD....HHG.B.I.G.B.I.. E98 C97 F98 A98 H99 B96 A99 F99 C98 E99 G99 D99  
12 12 0 ..CC.....FD..AAFDEHH.I.E.B.I.G.B...G C96 I99 F98 H98 A98 B96 A99 F99 C98 E98 G98 D99  
12 12 0 CC...E....DE.AAFD.HH.F...B.I.G.B.I.G E96 C94 F97 H98 A98 B96 A99 F99 C98 E98 G98 D99  
12 12 0 .CC.D....FDE.AAF.E...HHG.B.I.G.B.I.. D98 C95 F98 A98 H99 B96 A99 F99 C98 E99 G99 D99  
12 12 0 CC.F.....F..AA..DEHH..DE.B.I.G.B.I.G F97 C94 F98 H98 A97 B96 A99 F99 C98 D98 E98 G98  
12 12 0 CC.......F..AA.FDEHH.IDE.B.I.G.B...G I99 C94 F98 H98 A97 B96 A99 F99 C98 D98 E98 G98  
12 12 0 .CC.D.....DEAA.F.E.HHF...B.I.G.B.I.G D94 C95 F97 H99 A95 B96 A98 F99 C98 D97 E99 G98  
12 12 0 ...CC....FD..AAFDEHH.I.E.B.I.G.B...G C97 I99 F98 H98 A98 B96 A99 F99 C98 E98 G98 D99  
12 12 0 .CC..E...FDE.AAFD.....HH.B.I.G.B.I.G H98 E98 C95 F98 A98 B96 A99 F99 C98 E99 G98 D99  
12 12 0 .CC..E.....EAA.F.....FHH.B.IDG.B.IDG E98 C95 F97 A97 B96 A99 H98 F99 C98 D96 E99 G98  
12 12 0 CC...E.....E.AAFD.HH.FD..B.I.G.B.I.G E98 C94 F97 A98 H98 B96 A99 F99 C98 D98 E99 G98  
12 12 0 .CC.D....FDE.AAF.E.B.HHG.B.I.G...I.. D98 H99 C95 F98 A98 B97 A99 F99 C98 E99 G99 D99  
12 12 0 ...CCE...FDEAA.FD....HH..B.I.G.B.I.G E98 C97 F98 A97 B96 A99 F99 C98 E99 G98 H99 D99  
12 12 0 .CC..E...FDE.AAFD....HH..B.I.G.B.I.G H99 E98 C95 F98 A98 B96 A99 F99 C98 E99 G98 D99  
12 12 0 ..CC.E.....EAA.F.....FHH.B.IDG.B.IDG E98 C96 F97 A97 B96 A99 H98 F99 C98 D96 E99 G98  
12 12 0 ...CCE.....EAA.F.....FHH.B.IDG.B.IDG E98 C97 F97 A97 B96 A99 H98 F99 C98 D96 E99 G98  
12 12 0 CC.F.....F.E.AA.DEHH..D..B.I.G.B.I.G F95 C94 F97 A98 H98 B96 A99 F99 C98 D98 E99 G98  
12 12 0 CC.F.....FDE.AA.DE.B.HHG.B.I.G...I.. F97 C94 F98 A98 B97 A99 H99 F99 C98 E99 G99 D99  
12 12 0 CC...E...FDE.AAFD..B.HHG.B.I.G...I.. E98 C94 F98 A98 B97 A99 H99 F99 C98 E99 G99 D99  
12 12 0 CC.......FDE.AAFDE.HHI.G.B.I.G.B.... I99 H99 C94 F98 A98 B96 A99 F99 C98 E99 G99 D99  
12 12 0 ..CC.E...F.E.AAFDG.BHHDG.B.I.....I.. G96 E96 C96 F98 A98 B97 A99 F99 C98 D98 E98 G98  
12 12 0 CC..D....FDE.AAF.E.B.HHG.B.I.G...I.. D98 C94 F98 A98 B97 A99 H99 F99 C98 E99 G99 D99  
12 12 0 ...CCE.....E.AAF...HHFD..B.IDG.B.I.G E98 C97 F97 H99 A96 B96 A98 F99 C98 D97 E99 G98  
12 12 0 CC...E...FDE.AAFD..HH..G.B.I.G.B.I.. E98 H99 C94 F98 A98 B96 A99 F99 C98 E99 G99 D99  
12 12 0 CC.......FDE.AAFDEHH.I...B.I.G.B...G I99 C94 F98 A98 H98 B96 A99 F99 C98 E99 G98 D99  
12 12 0 .CCF.....FD...AADE..HH.E.B.I.G.B.I.G A95 F97 C95 F98 A97 B96 A99 F99 C98 E98 G98 D99  
12 12 0 .CC..E...FDE.AAFD..B.HHG.B.I.G...I.. H99 E98 C95 F98 A98 B97 A99 F99 C98 E99 G99 D99  
12 12 0 CC...E...FDEAA.FD..B.HHG.B.I.G...I.. E98 C94 F98 A97 B97 A99 H99 F99 C98 E99 G99 D99  
12 12 0 .CCF.....F.E...AAE..HHD..B.IDG.B.I.G A94 F97 C95 F98 A96 B96 A98 F99 C98 D97 E99 G98  
12 12 0 .CCF.....F.E..AA.E..HHD..B.IDG.B.I.G A95 F97 C95 F98 A96 B96 A98 F99 C98 D97 E99 G98  
12 12 0 ...CCE...F.E.AAFDG.BHHDG.B.I.....I.. G96 E96 C97 F98 A98 B97 A99 F99 C98 D98 E98 G98  
12 12 0 .CC.DE...FDE.AAF...BHH.G.B.I.G...I.. D98 E98 C95 F98 A98 B97 A99 F99 C98 E99 G99 D99  
12 12 0 CC...E....DE.AAFD....FHH.B.I.G.B.I.G E98 C94 F97 A98 B96 H98 A99 F99 C98 E99 G98 D99  
