0 0 0 B..OOOB..C.PAA.CDPQQQ.DP..E.FFGGEHH.  
1 1 0 B.OOO.B..C.PAA.CDPQQQ.DP..E.FFGGEHH. O99  
1 1 0 B..OOOB....PAA.CDPQQQCDP..E.FFGGEHH. C99  
1 1 0 B..OOOB..C.PAA.CDP.QQQDP..E.FFGGEHH. Q99  
1 1 0 B..OOOB..C.PAA.CDPQQQ.DP..E.FFGGE.HH H99  
1 1 0 B..OOOB..CDPAA.CDPQQQ..P..E.FFGGEHH. D99  
1 1 0 BOOO..B..C.PAA.CDPQQQ.DP..E.FFGGEHH. O98  
1 1 0 B..OOOB..C.P.AACDPQQQ.DP..E.FFGGEHH. A99  
1 1 0 B..OOOB....PAA..DPQQQCDP..ECFFGGEHH. C98  
1 1 0 B..OOOB..C.PAA.CDPQQQ.DP..EFF.GGEHH. F99  
2 2 0 B.OOO.B..C.PAA.CDPQQQ.DP..EFF.GGEHH. F99 O99  
2 2 0 B.OOO.B..C.PAA.CDPQQQ.DP..E.FFGGE.HH H99 O99  
2 2 0 B..OOOB..C.PAA.CDP.QQQDP..E.FFGGE.HH H99 Q99  
2 2 0 B..OOOB..CDP.AACDPQQQ..P..E.FFGGEHH. A99 D99  
2 2 0 B..OOOB....P..AADPQQQCDP..ECFFGGEHH. A98 C98  
2 2 0 B..OOOB..C..AA.CD.QQQ.DP..EFFPGGEHHP P98 F99  
2 2 0 B..OOOB...DPAA..DPQQQC.P..ECFFGGEHH. C98 D99  
2 2 0 B.OOO.B..C.PAA.CDP.QQQDP..E.FFGGEHH. Q99 O99  
2 2 0 BOOO..B..CDPAA.CDPQQQ..P..E.FFGGEHH. O98 D99  
2 2 0 B..OOOB..CDPAA.CDPQQQ..P..E.FFGGE.HH D99 H99  
2 2 0 B.OOO.B..CDPAA.CDPQQQ..P..E.FFGGEHH. D99 O99  
2 2 0 B..OOOB....PAA.CDPQQQCDP..E.FFGGE.HH H99 C99  
2 2 0 B..OOOB..C.P.AACDPQQQ.DP..E.FFGGE.HH A99 H99  
2 2 0 B..OOOB....PAA..DPQQQ.DP..ECFFGGECHH C97 H99  
2 2 0 B.OOO.B..C.P.AACDPQQQ.DP..E.FFGGEHH. A99 O99  
2 2 0 B..OOOB....PAA..DPQQQCDP..ECFFGGE.HH C98 H99  
2 2 0 BOOO..B..C.PAA.CDPQQQ.DP..E.FFGGE.HH O98 H99  
2 2 0 B.OOOPB..C.PAA.CDPQQQ.D...E.FFGGEHH. P99 O99  
2 2 0 B..OOOB..C.PAA.CDP.QQQDP..EFF.GGEHH. F99 Q99  
2 2 0 B..OOOB..C.PAA.CDPQQQ.DP..EFF.GGE.HH F99 H99  
2 2 0 B..OOOB..C.P.AACDPQQQ.DP..EFF.GGEHH. F99 A99  
2 2 0 B..OOOB..CDPAA.CDP.QQQ.P..E.FFGGEHH. D99 Q99  
2 2 0 B.OOO.B....PAA..DPQQQCDP..ECFFGGEHH. C98 O99  
2 2 0 B..OOOB..C.P.AACDP.QQQDP..E.FFGGEHH. A99 Q99  
2 2 0 BOOO..B..C.PAA.CDP.QQQDP..E.FFGGEHH. O98 Q99  
2 2 0 B.OOO.B....PAA.CDPQQQCDP..E.FFGGEHH. C99 O99  
2 2 0 B..OOOB....PAA.CDPQQQCDP..EFF.GGEHH. F99 C99  
2 2 0 BOOO..B..C.PAA.CDPQQQ.DP..EFF.GGEHH. F99 O98  
2 2 0 B..OOOB..C..AA.CDPQQQ.DP..EFFPGGEHH. P99 F99  
2 2 0 B..OOOB....P.AA.DPQQQCDP..ECFFGGEHH. C98 A99  
2 2 0 B..OOOB...DPAA.CDPQQQC.P..E.FFGGEHH. D99 C99  
2 2 0 ...OOOB..C.PBAACDPQQQ.DP..E.FFGGEHH. B99 A99  
2 2 0 BOOOD.B..CDPAA.C.PQQQ..P..E.FFGGEHH. D98 O98  
2 2 0 B..OOOB....P.AACDPQQQCDP..E.FFGGEHH. A99 C99  
2 2 0 B..OOOB..CDPAA.CDPQQQ..P..EFF.GGEHH. F99 D99  
2 2 0 BOOO..B..C.P.AACDPQQQ.DP..E.FFGGEHH. A99 O98  
2 2 0 BOOO.PB..C.PAA.CDPQQQ.D...E.FFGGEHH. P99 O98  
2 2 0 BOOO..B....PAA.CDPQQQCDP..E.FFGGEHH. O98 C99  
2 2 0 BOOO..B....PAA..DPQQQCDP..ECFFGGEHH. C98 O98  
2 2 0 B..OOOB..CDPAA.CDP..QQQP..E.FFGGEHH. Q98 D99  
8 8 0 B.OOO.B.ECDPAAECDPQQQ..P....FFGG..HH P98 Q94 E97 Q97 P99 D99 H99 O99  
8 8 0 .OOOD....CD..AAC.PB.QQQPB.EFFPGGE.HH B97 P99 Q98 F99 H99 A99 D98 O98  
8 8 0 ..OOOPB..CDPBAACDP..QQQ...EFF.GGE.HH F99 H99 P99 Q98 B99 O99 A99 D99  
8 8 0 B.OOOPB..CDPAA.CDP..EQQQ..EFF...GGHH F99 G98 E99 Q97 P99 D99 H99 O99  
8 8 0 .OOODPB...DPBAAC.PQQQC....EFF.GGE.HH B99 A99 F99 C99 H99 P99 D98 O98  
8 8 0 ..OOOP...CDP.AACDPB..QQQB.EFF.GGE.HH B97 F99 A99 Q97 P99 D99 H99 O99  
8 8 0 ..OOOPB..CDPBAACDP.QQQ....EFF.GGE.HH D99 H99 P99 F99 O99 B99 A99 Q99  
8 8 0 .OOO.PB...DPBAACDPQQQC....EFF.GGE.HH B99 P99 O98 C99 H99 F99 A99 D99  
8 8 0 B.OOOPB..CDP.AACDP..EQQQ..EFF.GG..HH E99 F99 A99 Q97 P99 D99 H99 O99  
8 8 0 .OOODP...CDPBAAC.PBQQQ....EFF.GGE.HH D98 F99 P99 H99 O98 B98 A99 Q99  
8 8 0 .OOOD.B..CD.BAAC.P.QQQ.P..EFFPGGE.HH P99 F99 H99 D98 Q99 O98 B99 A99  
8 8 0 ..OOOP...CDP.AACDPB.QQQ.B.EFF.GGE.HH B97 Q98 P99 O99 H99 F99 A99 D99  
8 8 0 OOO..P...CDPBAACDPBQQQ....EFF.GGE.HH F99 P99 D99 H99 O97 B98 A99 Q99  
8 8 0 .OOODPB..CDPBAAC.P.QQQ....EFF.GGE.HH P99 F99 H99 D98 Q99 O98 B99 A99  
8 8 0 OOO..P...CDPBAACDPB..QQQ..E.FFGGE.HH Q97 P99 D99 H99 O97 B98 A99 Q99  
8 8 0 .OOOD....CD.BAAC.PBQQQ.P..EFFPGGE.HH P99 H99 D98 F99 O98 B98 A99 Q99  
8 8 0 ..OOOP...CDPBAACDPB.QQQ...EFF.GGE.HH B98 Q98 P99 O99 H99 F99 A99 D99  
8 8 0 BOOO.PB.E.DPAAE.DPQQQC..FF.C..GG.HH. C98 F96 Q94 E97 Q97 P99 O98 D99  
8 8 0 BOOO.PB.E.DPAAECDPQQQC..FF....GG.HH. C99 F96 Q94 E97 Q97 P99 O98 D99  
8 8 0 OOOC.P...CDPBAA.DPBQQQ....E.FFGGE.HH C99 P99 D99 H99 O97 B98 A99 Q99  
8 8 0 BOOO.PB.EC.PAAECDP.QQQD..FF...GG.HH. D98 F97 Q95 E97 Q97 P99 O98 D99  
8 8 0 BOOOD.B.ECDPAAEC.PQQQ..P.FF...GG.HH. P98 Q94 F97 E97 Q97 P99 D98 O98  
8 8 0 ..OOOP...CDPBAACDPB..QQQ..EFF.GGE.HH B98 F99 A99 Q97 P99 D99 H99 O99  
8 8 0 .OOO.....CD.AA.CD.B.QQQPB.EFFPGGEHHP A98 B97 P98 Q98 O98 F99 A99 D99  
8 8 0 .OOO.....CD.AA.CDPB.QQQPB.EFFPGGEHH. A98 B97 O98 Q98 P99 F99 A99 D99  
8 8 0 .OOO.....CD.AA.CDPBQQQ.PB.EFFPGGEHH. A98 B97 O98 Q99 P99 F99 A99 D99  
8 8 0 BOOO.PB.EC.PAAEC.PQQQ.D..FF.D.GG.HH. D95 Q94 F97 E97 Q97 P99 D98 O98  
8 8 0 BOOO.PB.EC.PAAECDPQQQ.D..FF...GG.HH. D96 Q94 F97 E97 Q97 P99 D98 O98  
8 8 0 OOO......CD.BAACDPBQQQ.P..EFFPGGE.HH P99 F99 D99 H99 O97 B98 A99 Q99  
8 8 0 BOOODPB.ECDPAAEC.PQQQ....FF...GGHH.. H99 Q94 F97 E97 Q97 P99 D98 O98  
8 8 0 BOOODPB.E.DPAAE..PQQQC...FFC..GG.HH. C98 Q94 F97 E97 Q97 P99 D98 O98  
8 8 0 OOOC.....CDPBAA.DPBQQQ.P..EFF.GGE.HH C99 F99 D99 H99 O97 B98 A99 Q99  
8 8 0 BOOO.PB..CDP.AACDP..EQQQ..EFF.GG..HH E99 Q97 P99 O98 H99 F99 A99 D99  
8 8 0 BOOODPB.E.DPAAEC.PQQQC...FF...GG.HH. C99 Q94 F97 E97 Q97 P99 D98 O98  
8 8 0 BOOOD.B.ECDPAAEC.PQQQ..P...FF.GG.HH. P98 Q94 F99 E97 Q97 P99 D98 O98  
8 8 0 OOO.D....CDPBAAC.PB.QQQP..EFF.GGE.HH F99 Q98 D98 H99 O97 B98 A99 Q99  
8 8 0 BOOODPB.ECDPAAEC.PQQQ......FF.GGHH.. H99 Q94 F99 E97 Q97 P99 D98 O98  
8 8 0 BOOODPB.E.DPAAEC.PQQQC.....FF.GG.HH. C99 Q94 F99 E97 Q97 P99 D98 O98  
8 8 0 OOOC.....C.PB.AADPBQQQDP..EFF.GGE.HH F99 A98 C99 H99 O97 B98 A99 Q99  
8 8 0 ..OOO.B...D.BAACDPQQQC.P..EFFPGGE.HH B99 H99 O99 C99 P99 F99 A99 D99  
8 8 0 OOOC..B..CDPBAA.DP..QQQP..EFF.GGE.HH C99 Q98 O97 B99 H99 F99 A99 D99  
8 8 0 BOOO..B.ECD.AAECDP.QQQ.PFF...PGG.HH. P97 F96 Q95 E97 Q97 P99 O98 D99  
8 8 0 BOOO.PB.EC.PAAEC.P.QQQD.FF..D.GG.HH. D97 F96 Q95 E97 Q97 P99 O98 D99  
8 8 0 OOOCD....CDPB.AA.PBQQQ.P..E.FFGGE.HH D98 A98 C99 H99 O97 B98 A99 Q99  
8 8 0 BOOO.PB.EC.PAAECDP.QQQD.FF....GG.HH. D98 F96 Q95 E97 Q97 P99 O98 D99  
8 8 0 BOOODPB.ECDPAAEC.P...QQQ.FF....GG.HH H99 F97 G99 E97 Q97 P99 D98 O98  
8 8 0 OOO.DP...CDPBAAC.PBQQQ....EFF.GGE.HH D98 F99 P99 H99 O97 B98 A99 Q99  
8 8 0 OOO..PB..CDPBAACDP..QQQ...EFF.GGE.HH P99 Q98 O97 B99 H99 F99 A99 D99  
8 8 0 BOOO..B.ECD.AAECDP..QQQP..FF.PGG.HH. P97 F98 Q96 E97 Q97 P99 O98 D99  
8 8 0 BOOO.PB.EC.PAAECDPQQQ.D.....FF.GGHH. D96 Q94 G99 E97 Q97 P99 D98 O98  
8 8 0 OOO...B..CD.BAACDP..QQQP..EFFPGGE.HH P99 Q98 O97 B99 H99 F99 A99 D99  
8 8 0 BOOODPB.ECDPAAEC.PQQQ....FF....GGHH. F97 Q94 G99 E97 Q97 P99 D98 O98  
8 8 0 BOOODPB.ECDPAAEC.PQQQ......FF..GGHH. F99 Q94 G99 E97 Q97 P99 D98 O98  
8 8 0 ..OOO.B..CD.BAACDP..QQQP..EFFPGGE.HH Q98 H99 B99 O99 P99 F99 A99 D99  
8 8 0 .OOO.P....DP.AA.DPB..QQQB.ECFFGGECHH B97 Q97 C97 H99 P99 O98 A99 D99  
8 8 0 .OOO.P...CDPAA.CDPB.QQQ.B.E.FFGGE.HH A98 B97 P99 O98 H99 Q98 A99 D99  
8 8 0 .OOO.....CDPAA.CDPBQQQ.PB.EFF.GGE.HH F99 A98 B97 O98 H99 Q99 A99 D99  
8 8 0 ..OOO....CDPAA.CDPBQQQ.PB.EFF.GGE.HH O99 H99 D99 A98 F99 B97 A99 Q99  
8 8 0 OOO...B...D.BAACDPQQQC.P..EFFPGGE.HH O97 H99 B99 C99 P99 F99 A99 D99  
8 8 0 BOOODPB.E.DPAAE..PQQQC.....CFF.GGHH. C98 Q94 G99 E97 Q97 P99 D98 O98  
8 8 0 BOOODPB.E.DPAAEC.PQQQC......FF.GGHH. C99 Q94 G99 E97 Q97 P99 D98 O98  
8 8 0 BOOO.PB...DP.AA.DP..EQQQ..ECFFGG.CHH E99 Q97 C97 H99 P99 O98 A99 D99  
8 8 0 BOOODPB.ECDPAAEC.P...QQQFF.....GG.HH H99 G99 F96 E97 Q97 P99 D98 O98  
8 8 0 BOOO.PB..CDP.AACDP..EQQQFFE...GG.HH. A99 E95 F96 E97 Q97 P99 O98 D99  
8 8 0 .OOO.P....DPBAA.DPB..QQQ..ECFFGGECHH B98 Q97 C97 H99 P99 O98 A99 D99  
8 8 0 OOOC.P...C.PBAA.DPBQQQD...EFF.GGE.HH C99 F99 P99 H99 O97 B98 A99 Q99  
8 8 0 BOOO.PB..CDPAA.CDP.QQQ..FFE...GGEHH. Q95 E94 F96 E97 Q97 P99 O98 D99  
8 8 0 BOOO.PB..CDPAA.CDP..QQQ.FFE...GGEHH. Q96 E94 F96 E97 Q97 P99 O98 D99  
8 8 0 .OOO.PB...DPBAA.DP...QQQ..ECFFGGECHH B99 Q97 C97 H99 P99 O98 A99 D99  
8 8 0 BOOO.PB..CDP.AACDP...QQQFFE...GGEHH. A99 E94 F96 E97 Q97 P99 O98 D99  
8 8 0 BOOOD.B.ECD.AAEC.PQQQ..PFF...PGG.HH. P97 Q94 F96 E97 Q97 P99 D98 O98  
8 8 0 ..OOOP...CDPAA.CDPB.QQQ.B.EFF.GGEHH. A98 B97 P99 Q98 O99 F99 A99 D99  
8 8 0 OOO..P...CDP.AACDPB..QQQB.E.FFGGE.HH O97 B97 Q97 H99 P99 O98 A99 D99  
8 8 0 OOOC..B..CD.BAA.DP..QQQP..EFFPGGEHH. C99 Q98 O97 B99 P99 F99 A99 D99  
8 8 0 BOOOD.B.ECDPAAEC.PQQQ..PFF....GG.HH. P98 Q94 F96 E97 Q97 P99 D98 O98  
8 8 0 BOOO.PB.EC.PAAEC.PQQQ.D.FF..D.GG.HH. D95 Q94 F96 E97 Q97 P99 D98 O98  
8 8 0 .OOO.....CDPAA.CDPB.QQQPB.EFF.GGE.HH A98 F99 B97 O98 H99 Q98 A99 D99  
8 8 0 BOOO.PB.EC.PAAECDPQQQ.D.FF....GG.HH. D96 Q94 F96 E97 Q97 P99 D98 O98  
8 8 0 BOOODPB.ECDPAAEC.PQQQ...FF....GGHH.. H99 Q94 F96 E97 Q97 P99 D98 O98  
8 8 0 .OOO.PB..CDPBAACDP..QQQ...EFF.GGE.HH F99 Q98 B99 H99 P99 O98 A99 D99  
8 8 0 ..OOO....CD.AA.CD.B.QQQPB.EFFPGGEHHP A98 B97 P98 Q98 O99 F99 A99 D99  
8 8 0 BOOODPB.ECDPAAEC.PQQQ...FF.....GGHH. G99 Q94 F96 E97 Q97 P99 D98 O98  
8 8 0 BOOODPB.E.DPAAE..PQQQC..FF.C..GG.HH. C98 Q94 F96 E97 Q97 P99 D98 O98  
8 8 0 ..OOOPB...DPBAACDPQQQC....EFF.GGE.HH P99 F99 B99 D99 C99 A99 H99 O99  
8 8 0 BOOODPB.E.DPAAEC.PQQQC..FF....GG.HH. C99 Q94 F96 E97 Q97 P99 D98 O98  
8 8 0 BOOO.PB.ECDPAAECDPQQQ...FF....GGHH.. Q94 F96 H99 E97 Q97 P99 O98 D99  
8 8 0 .OOO.P...CDPAA.CDPBQQQ..B.E.FFGGE.HH P99 A98 B97 O98 H99 Q99 A99 D99  
8 8 0 .OOO.P...CDP.AACDPB.EQQQB.E.FFGG..HH E99 B97 Q97 H99 P99 O98 A99 D99  
8 8 0 .OOOD....CD..AAC.PBQQQ.PB.EFFPGGE.HH B97 A99 D98 O98 P99 F99 H99 Q99  
8 8 0 .OOO.....C..AA.CDPBQQQDPB.EFFPGGE.HH O98 H99 P99 A98 F99 B97 A99 Q99  
8 8 0 BOOO..B.ECD.AAECDP..QQQPFF...PGG.HH. P97 F96 Q96 E97 Q97 P99 O98 D99  
8 8 0 BOOO.PB.ECDPAAECDP..QQQ...FF...GGHH. Q96 F98 G99 E97 Q97 P99 O98 D99  
8 8 0 .OOO.P...CDPAA.CDPB..QQQB.E.FFGGE.HH A98 B97 Q97 H99 P99 O98 A99 D99  
8 8 0 BOOO..B.ECD.AAECDP..QQQP.FF..PGG.HH. P97 F97 Q96 E97 Q97 P99 O98 D99  
8 8 0 BOOO.PB.ECDPAAECDP..QQQ..FF...GGHH.. H99 F97 Q96 E97 Q97 P99 O98 D99  
8 8 0 ..OOOP...CDPAA.CDPB.QQQ.B.E.FFGGE.HH A98 B97 A99 H99 P99 Q98 D99 O99  
8 8 0 ..OOO....C..AA.CDPBQQQDPB.EFFPGGE.HH A98 B97 P99 A99 Q99 H99 F99 O99  
8 8 0 BOOO.PB.ECDPAAECDP..QQQ..FF....GGHH. G99 F97 Q96 E97 Q97 P99 O98 D99  
8 8 0 BOOO..B.ECDPAAECDP..QQQPFF....GG.HH. F96 P98 Q96 E97 Q97 P99 O98 D99  
8 8 0 .OOO.P...CDP.AACDPB.QQQ.B.EFF.GGE.HH F99 B97 P99 O98 H99 Q98 A99 D99  
8 8 0 BOOO..B.ECDPAAECDP..QQQP.FF...GG.HH. F97 P98 Q96 E97 Q97 P99 O98 D99  
8 8 0 BOOO..B.ECDPAAECDP..QQQP..FF..GG.HH. F98 P98 Q96 E97 Q97 P99 O98 D99  
8 8 0 OOO.D....CD.BAAC.PBQQQ.P..EFFPGGE.HH D98 O97 B98 P99 A99 F99 H99 Q99  
8 8 0 .OOO.P...CDPBAACDPB.QQQ...EFF.GGE.HH P99 F99 B98 O98 H99 Q98 A99 D99  
8 8 0 ...OOO...CD.AA.CDPBQQQ.PB.EFFPGGE.HH P99 H99 D99 A98 F99 B97 A99 Q99  
8 8 0 OOO.DPB...DPBAA..P..QQQ...ECFFGGECHH Q98 D98 C97 P99 H99 O97 B99 A99  
8 8 0 BOOO..B.ECDPAAECDP.QQQ.P.FF...GG.HH. F97 P98 Q95 E97 Q97 P99 O98 D99  
8 8 0 ..OOOP...CDPAA.CDPBQQQ..B.E.FFGGE.HH A98 B97 A99 P99 D99 Q99 H99 O99  
8 8 0 BOOO..B.ECDPAAECDP.QQQ.P..FF..GG.HH. F98 P98 Q95 E97 Q97 P99 O98 D99  
8 8 0 BOOO.PB.EC.PAAECDP.QQQD.....FFGGHH.. D98 H99 Q95 E97 Q97 P99 O98 D99  
8 8 0 ..OOOP...CDP.AACDPBQQQ..B.EFF.GGE.HH F99 B97 A99 P99 D99 Q99 H99 O99  
8 8 0 OOO.D....CD.AA.C..BQQQ.PB.EFFPGGEHHP D98 O97 P98 A98 F99 B97 A99 Q99  
8 8 0 BOOO.PB.ECDPAAECDP.QQQ..FF....GGHH.. F96 H99 Q95 E97 Q97 P99 O98 D99  
8 8 0 BOOO.PB.ECDPAAECDP.QQQ...FF...GGHH.. F97 H99 Q95 E97 Q97 P99 O98 D99  
8 8 0 ..OOO....CDPAA.CDPB.QQQPB.EFF.GGE.HH H99 A98 B97 Q98 O99 F99 A99 D99  
8 8 0 BOOO.PB.ECDPAAECDP.QQQ....FF..GGHH.. F98 H99 Q95 E97 Q97 P99 O98 D99  
8 8 0 B.OOOPB..CDPAA.CDP..QQQ.FFE...GGEHH. Q96 E96 F96 E98 Q97 P99 D99 O99  
8 8 0 OOO......CD.AA.CD.BQQQ.PB.EFFPGGEHHP D99 O97 P98 A98 F99 B97 A99 Q99  
8 8 0 .OOOD....CDPAA.C.PBQQQ.PB.EFF.GGE.HH D98 H99 O98 A98 F99 B97 A99 Q99  
8 8 0 .OOOD....CD.AA.C.PBQQQ.PB.EFFPGGEHH. P99 D98 O98 A98 F99 B97 A99 Q99  
8 8 0 OOO.D....CD.AA.C.PBQQQ.PB.EFFPGGEHH. D98 O97 P99 A98 F99 B97 A99 Q99  
8 8 0 OOOC.....CDPAA..DPBQQQ.PB.EFF.GGEHH. C99 O97 D99 A98 F99 B97 A99 Q99  
8 8 0 B.OOOPB..CDP.AACDP...QQQFFE...GGEHH. A99 E96 F96 E98 Q97 P99 D99 O99  
8 8 0 BOOODPB...DP..AA.P..EQQQ..ECFFGG.CHH A98 E99 Q97 C97 H99 P99 D98 O98  
8 8 0 OOO.D....CD..AAC.PBQQQ.PB.EFFPGGE.HH D98 O97 B97 P99 A99 F99 H99 Q99  
8 8 0 BOOODPB...DP.AA..P..EQQQ..ECFFGG.CHH A99 E99 Q97 C97 H99 P99 D98 O98  
8 8 0 BOOO.PB.ECDPAAECDP.QQQ..FF.....GGHH. F96 G99 Q95 E97 Q97 P99 O98 D99  
8 8 0 ..OOOP...C.PAA.CDPBQQQD.B.EFF.GGE.HH H99 P99 O99 A98 F99 B97 A99 Q99  
8 8 0 .OOOD....CD.AA.C..BQQQ.PB.EFFPGGEHHP P98 D98 O98 A98 F99 B97 A99 Q99  
8 8 0 BOOO.PB.ECDPAAECDP.QQQ...FF....GGHH. F97 G99 Q95 E97 Q97 P99 O98 D99  
8 8 0 BOOO.PB.ECDPAAECDP.QQQ....FF...GGHH. F98 G99 Q95 E97 Q97 P99 O98 D99  
8 8 0 ..OOOP...CDPAA.CDPBQQQ..B.EFF.GGEHH. D99 P99 O99 A98 F99 B97 A99 Q99  
8 8 0 BOOODPB..CDPAA.C.P..EQQQFFE....GGHH. G99 E97 F96 E98 Q97 P99 D98 O98  
8 8 0 BOOODPB..CDP.AAC.P..EQQQFFE...GG.HH. A99 E97 F96 E98 Q97 P99 D98 O98  
8 8 0 ..OOO....CD.BAACDPB.QQQP..EFFPGGE.HH H99 P99 B98 Q98 O99 F99 A99 D99  
8 8 0 .OOO.P...C.PAA.CDPBQQQD.B.EFF.GGE.HH P99 H99 O98 A98 F99 B97 A99 Q99  
8 8 0 ..OOO....CD.AA.CDPB.QQQPB.EFFPGGEHH. P99 A98 B97 Q98 O99 F99 A99 D99  
8 8 0 BOOODPB..CDPAAEC.P..EQQQ.FF.....GGHH F97 G98 H99 E98 Q97 P99 D98 O98  
8 8 0 BOOODPB..CDPAAEC.P..EQQQ..FF....GGHH F98 G98 H99 E98 Q97 P99 D98 O98  
8 8 0 .OOODP...CDPAA.C.PBQQQ..B.EFF.GGEHH. P99 D98 O98 A98 F99 B97 A99 Q99  
8 8 0 BOOODPB.ECDPAAEC.P..QQQ..FF...GG..HH F97 Q96 H99 E97 Q97 P99 D98 O98  
8 8 0 BOOODPB..CDPAAEC.P..EQQQ...FF..GG.HH G99 E98 Q97 F99 H99 P99 D98 O98  
8 8 0 OOOC.....C...AA.DPBQQQDPB.EFFPGGE.HH C99 O97 B97 P99 A99 F99 H99 Q99  
8 8 0 OOOC.....C..AA..D.BQQQDPB.EFFPGGEHHP C99 O97 P98 A98 F99 B97 A99 Q99  
8 8 0 BOOOD.B.ECDPAAEC.P.QQQ.P....FFGG..HH H99 P98 Q95 E97 Q97 P99 D98 O98  
8 8 0 BOOOD.B.ECDPAAEC.P.QQQ.P....FF.GGHH. G99 P98 Q95 E97 Q97 P99 D98 O98  
8 8 0 .OOO.P...CDPAA.CDPBQQQ..B.EFF.GGEHH. D99 P99 O98 A98 F99 B97 A99 Q99  
8 8 0 BOOOD.B.ECDPAAEC.P.QQQ.PFF....GG.HH. F96 P98 Q95 E97 Q97 P99 D98 O98  
8 8 0 BOOOD.B.ECDPAAEC.P.QQQ.P.FF...GG.HH. F97 P98 Q95 E97 Q97 P99 D98 O98  
8 8 0 ..OOO....CD.AA.CDPBQQQ.PB.EFFPGGEHH. D99 O99 P99 A98 F99 B97 A99 Q99  
8 8 0 OOOC.....C..AA..DPBQQQDPB.EFFPGGEHH. C99 O97 P99 A98 F99 B97 A99 Q99  
8 8 0 OOOC..B..CDPB.AADP..QQQP..EFF.GGEHH. A98 C99 O97 Q98 B99 F99 A99 D99  
8 8 0 OOO..P...CDPAA.CDPBQQQ..B.EFF.GGEHH. P99 O97 D99 A98 F99 B97 A99 Q99  
8 8 0 BOOOD.B.ECDPAAEC.P.QQQ.P...FF.GG.HH. F99 P98 Q95 E97 Q97 P99 D98 O98  
8 8 0 BOOODPB.ECDPAAEC.P..QQQ....FF.GGHH.. F99 H99 Q96 E97 Q97 P99 D98 O98  
8 8 0 OOOC.PB..CDPBAA.DP..QQQ...EFF.GGEHH. C99 P99 O97 Q98 B99 F99 A99 D99  
8 8 0 BOOODPB.ECDPAAEC.PQQQ.......FF..GGHH G98 Q94 H99 E97 Q97 P99 D98 O98  
8 8 0 BOOODPB.ECDPAAEC.PQQQ.......FF.GG.HH G99 Q94 H99 E97 Q97 P99 D98 O98  
8 8 0 .OOO.....CD.AA.CD.BQQQ.PB.EFFPGGEHHP D99 O98 P98 A98 F99 B97 A99 Q99  
8 8 0 ..OOO....CD.AA.CD.BQQQ.PB.EFFPGGEHHP D99 O99 P98 A98 F99 B97 A99 Q99  
8 8 0 BOOODPB.ECDPAAEC.PQQQ...FF....GG..HH F96 Q94 H99 E97 Q97 P99 D98 O98  
8 8 0 BOOODPB.ECDPAAEC.PQQQ....FF...GG..HH F97 Q94 H99 E97 Q97 P99 D98 O98  
8 8 0 OOOC.....C..BAA.DPBQQQDP..EFFPGGE.HH C99 O97 B98 P99 A99 F99 H99 Q99  
8 8 0 BOOODPB.E.DPAAE..PQQQC.....CFFGG..HH C98 Q94 H99 E97 Q97 P99 D98 O98  
8 8 0 BOOODPB.E.DPAAEC.PQQQC......FFGG..HH C99 Q94 H99 E97 Q97 P99 D98 O98  
8 8 0 .OOO.P...CDPAA.CDPB.QQQ.B.EFF.GGEHH. A98 B97 P99 Q98 O98 F99 A99 D99  
8 8 0 OOOC.P...C.PB.AADPBQQQD...E.FFGGE.HH P99 A98 C99 H99 O97 B98 A99 Q99  
8 8 0 OOO.DP...CDPBAAC.PB.QQQ...E.FFGGE.HH P99 Q98 D98 H99 O97 B98 A99 Q99  
8 8 0 OOOC.P...CDPB.AADPB.QQQ...E.FFGGEHH. P99 A98 C99 O97 B98 Q98 A99 D99  
8 8 0 BOOODPB.ECDPAAEC.PQQQ.....FF...GGHH. G99 Q94 F98 E97 Q97 P99 D98 O98  
8 8 0 OOOC.....CDPB.AADPBQQQ.P..E.FFGGE.HH D99 A98 C99 H99 O97 B98 A99 Q99  
8 8 0 BOOODPB.E.DPAAEC.PQQQC....FF..GG.HH. C99 Q94 F98 E97 Q97 P99 D98 O98  
8 8 0 BOOODPB.ECDPAAEC.P..QQQ...FF..GG..HH H99 Q96 F98 E97 Q97 P99 D98 O98  
8 8 0 .OOO.P...CDP.AACDPB..QQQB.EFF.GGE.HH B97 Q97 P99 O98 H99 F99 A99 D99  
8 8 0 .OOO.PB..CDPBAACDP...QQQ..EFF.GGE.HH B99 Q97 P99 O98 H99 F99 A99 D99  
8 8 0 BOOODPB.ECDPAAEC.P..QQQ...FF...GGHH. G99 Q96 F98 E97 Q97 P99 D98 O98  
8 8 0 ..OOOP...CDP.AACDPB.EQQQB.E.FF.GGHH. G99 E99 B97 A99 Q97 P99 D99 O99  
8 8 0 .OOO.P...CDPBAACDPB..QQQ..EFF.GGE.HH B98 Q97 P99 O98 H99 F99 A99 D99  
8 8 0 .OOODP...CDPAAEC.PB.EQQQB...FFGG.HH. E98 A98 B97 A99 Q97 P99 D98 O98  
8 8 0 .OOODP...CDPAA.C.PB.EQQQB.E.FFGG.HH. E99 A98 B97 A99 Q97 P99 D98 O98  
8 8 0 ..OOOPB..CDPBAACDP...QQQ..EFF.GGE.HH B99 F99 A99 Q97 P99 D99 H99 O99  
8 8 0 BOOO.PB..CDP.AACDP..EQQQ..E.FF.GG.HH G99 E99 Q97 H99 P99 O98 A99 D99  
